id,note,LABEL
prod_8be64ccc,Production of T3①C:76,E12_Production
prod_552e2466,Production of G1⑥：261,E12_Production
prod_91a2c25c,Production of G2②：170,E12_Production
prod_7aa94421,Production of T1①0:9,E12_Production
prod_579d185c,Production of T410:8,E12_Production
prod_f0c32bee,Production of 台I ②：25,E12_Production
prod_db73759f,Production of G2B:30,E12_Production
prod_bb77ad9c,Production of G1②：131,E12_Production
prod_65b008b7,Production of G1②：248,E12_Production
prod_bcc0ffb6,Production of G2②B：70,E12_Production
prod_4c20f630,Production of G1②：12,E12_Production
prod_17efb0c9,Production of G1③：186,E12_Production
prod_83fa0fc6,Production of G1①：139,E12_Production
prod_41c8546b,Production of G1①:140,E12_Production
prod_d45f8344,Production of G1②：206,E12_Production
prod_45fbfc1c,Production of G1②：205,E12_Production
prod_2c315128,Production of G1②：236,E12_Production
prod_33bd8add,Production of G1②：171,E12_Production
prod_b3e3aa4b,Production of G2②B：10,E12_Production
prod_7e2c6341,Production of T4(1) : 37,E12_Production
prod_aeae594f,Production of T411:38,E12_Production
prod_ba795919,Production of G1②：36,E12_Production
prod_ad705fd3,Production of T3①A : 78,E12_Production
prod_636e48f1,Production of G2②B:24,E12_Production
prod_25add629,Production of G2②B:63,E12_Production
prod_2afa2cae,Production of T4'10:52,E12_Production
prod_bd2e4bcf,Production of G1②：213,E12_Production
prod_1e5a7f55,Production of T4'⑫：104,E12_Production
prod_dd5ed936,Production of T4'10:65,E12_Production
prod_53095340,Production of T3①A：47,E12_Production
prod_faa00592,Production of T3①A:36,E12_Production
prod_263e0ba6,Production of T4'10:31,E12_Production
prod_3e1b5db0,Production of T4'⑩:48,E12_Production
prod_fd06c346,Production of T4'10:58,E12_Production
prod_e5d34aed,Production of T1012:18,E12_Production
prod_6cee6cab,Production of T91：37,E12_Production
prod_9ee353fb,Production of G1②：120,E12_Production
prod_7efe223f,Production of G1②:249,E12_Production
prod_581ee1ac,Production of G1②:120,E12_Production
prod_6095532e,Production of G1②:408,E12_Production
prod_051a9391,Production of G1②:435,E12_Production
prod_a8b04518,Production of G1②:3,E12_Production
prod_510b50f6,Production of G1②:392,E12_Production
prod_da99c6d4,Production of G1②:32,E12_Production
prod_a24d2e51,Production of G12:433,E12_Production
prod_dcd53f6a,Production of G1①:48,E12_Production
prod_569d1e2b,Production of G1①:9,E12_Production
prod_da7e9cbc,Production of G1②:69,E12_Production
prod_8cd94252,Production of G1②:42,E12_Production
prod_7399d006,Production of G1①:39,E12_Production
prod_4dda8c80,Production of G1②:129,E12_Production
prod_b03c0c57,Production of G11:446,E12_Production
prod_620a5f3c,Production of G1②:5,E12_Production
prod_3349fe23,Production of G12:29,E12_Production
prod_506dacdd,Production of G1②:6,E12_Production
prod_8b140c24,Production of G2①B:42,E12_Production
prod_04ff2331,Production of T3⑨:131,E12_Production
prod_7ebcc450,Production of G2①:193,E12_Production
prod_5b558f3c,Production of G2②B:44,E12_Production
prod_8ed29cb9,Production of G1②:100,E12_Production
prod_e4dc3e5d,Production of T3⑨:130,E12_Production
prod_2f0a3993,Production of G2⑧:195,E12_Production
prod_a7e0ba52,Production of G1②:33,E12_Production
prod_856b1a9d,Production of G1②:350,E12_Production
prod_3411a7bb,Production of T4⑪:117,E12_Production
prod_8a06ca97,Production of G1②:336,E12_Production
prod_d823037c,Production of G2B:38,E12_Production
prod_9b469b11,Production of G1②:87,E12_Production
prod_8dc05845,Production of G1②:391,E12_Production
prod_d746feb8,Production of T4'②:134,E12_Production
prod_e79b3261,Production of G1②:75,E12_Production
prod_415d3996,Production of G2①B:176,E12_Production
prod_a0368298,Production of G1②:349,E12_Production
prod_28b08c59,Production of G2②:179,E12_Production
prod_5143d1fc,Production of G1②:342,E12_Production
prod_39ca21a7,Production of G1⑥:333,E12_Production
prod_8451dd1b,Production of G1④:335,E12_Production
prod_77735e0e,Production of G1②:334,E12_Production
prod_d2c80261,Production of T2①:15,E12_Production
prod_a0ca3f9a,Production of G1②:190,E12_Production
prod_894c8166,Production of G1②:191,E12_Production
prod_47c428b6,Production of G1①:346,E12_Production
prod_42977a9d,Production of G2①B:40,E12_Production
prod_a43d2974,Production of G1⑤:447,E12_Production
prod_85c091c1,Production of G2②:181,E12_Production
prod_033e6e96,Production of G1⑤：447,E12_Production
prod_d84e09f2,Production of G2②：181,E12_Production
prod_72bcb8c9,Production of G1②：330,E12_Production
prod_3387813b,Production of G2①B:39,E12_Production
prod_7edd737b,Production of G1②:327,E12_Production
prod_ae0e1008,Production of T712,E12_Production
prod_55045a1f,Production of G1②：109,E12_Production
prod_93c047ca,Production of G1①:344,E12_Production
prod_4f4e5856,Production of T40 : 119,E12_Production
prod_128a5b73,Production of G14:337,E12_Production
prod_6b9b172c,Production of G1③:347,E12_Production
prod_3644ff92,Production of T2'⑪:11,E12_Production
prod_6600a0f4,Production of G1②：116,E12_Production
prod_6edf5c79,Production of G1②：24,E12_Production
prod_e2ce5ed0,Production of 台1③：71,E12_Production
prod_4efb5344,Production of G1②：381,E12_Production
prod_6516dc36,Production of T412 : 55,E12_Production
prod_e3a4a6b9,Production of G1②：26,E12_Production
prod_8df82c3a,Production of T2'11:14,E12_Production
prod_09b134ed,Production of G1②：329,E12_Production
prod_144fe38f,Production of G2②B：6,E12_Production
prod_a94785ad,Production of T2'11:13,E12_Production
prod_6bc3b120,Production of G1③：338,E12_Production
prod_d88f3c90,Production of G1②：328,E12_Production
prod_e2158573,Production of T2'11:12,E12_Production
prod_3375ceb3,Production of G1②：340,E12_Production
prod_ef73a1bb,Production of T412：122,E12_Production
prod_f5c21a34,Production of G2⑧：178,E12_Production
prod_56fe3d16,Production of G1①B：77,E12_Production
prod_43d7645b,Production of G1②：351,E12_Production
prod_dafc12b4,Production of G2①B：180,E12_Production
prod_c62c0757,Production of G1①:49,E12_Production
prod_b7fcfbb4,Production of T40 : 136,E12_Production
prod_87c7f651,Production of G1②：343,E12_Production
prod_30e47bbf,Production of G1②：458,E12_Production
prod_2f9c5328,Production of G1②：56,E12_Production
prod_ba9c943f,Production of G1②：380,E12_Production
prod_dbcbe31f,Production of G2②:41,E12_Production
prod_be9cdf5f,Production of T412:64,E12_Production
prod_f8fe4e18,Production of G1②：341,E12_Production
prod_43a3012e,Production of G1②：353,E12_Production
prod_58783256,Production of G1①:375,E12_Production
prod_385a689b,Production of G1①:371,E12_Production
prod_51bcf9b0,Production of G1②：356,E12_Production
prod_b1f0dd09,Production of G1②：355,E12_Production
prod_e23f8314,Production of G1④：405,E12_Production
prod_999ea28e,Production of G2⑥：184,E12_Production
prod_5ef09ec2,Production of G1③：368,E12_Production
prod_28a5eaad,Production of G26:183,E12_Production
prod_409ca780,Production of T412:124,E12_Production
prod_c27ecf75,Production of G1②：374,E12_Production
prod_5a238f78,Production of G1②：358,E12_Production
prod_2f3deafd,Production of G1②：360,E12_Production
prod_e2e465dd,Production of G1③：377,E12_Production
prod_c6c6ef90,Production of G1③：367,E12_Production
prod_c36fb78b,Production of G1②：362,E12_Production
prod_d438117b,Production of G1①:377,E12_Production
prod_be389e73,Production of G1②：359,E12_Production
prod_8e4cf41f,Production of T411:140,E12_Production
prod_aebd9aaf,Production of T2′⑩:10,E12_Production
prod_51c75ca5,Production of T4′11:129,E12_Production
prod_30ae9cad,Production of G1①:114,E12_Production
prod_ea90ae7a,Production of T4′10:49,E12_Production
prod_c2228370,Production of T412:53,E12_Production
prod_b39f1e4c,Production of G2②B：196,E12_Production
prod_9057b113,Production of G1①:50,E12_Production
prod_7df5784e,Production of M1:36,E12_Production
prod_6d35eaed,Production of M1=40,E12_Production
prod_9a431333,Production of M1:51,E12_Production
prod_c030717a,Production of M1:98,E12_Production
prod_698971b6,Production of M1:37,E12_Production
prod_aa7200be,Production of M1=9,E12_Production
prod_fa6ac4f2,Production of M1:10,E12_Production
prod_34b88b7f,Production of M5：1,E12_Production
prod_5dbe227d,Production of M5：2,E12_Production
prod_dac099e6,Production of M5：3,E12_Production
prod_a680eb61,Production of M1：106,E12_Production
prod_0ee326b3,Production of M3：10,E12_Production
prod_a2ec2a3e,Production of M12：2,E12_Production
prod_29b9ecef,Production of M13：2,E12_Production
prod_1ab9695c,Production of M13：4,E12_Production
prod_5b3717d0,Production of M13-10,E12_Production
prod_6e7d4277,Production of M14：4,E12_Production
prod_1af8493f,Production of M14：5,E12_Production
prod_b0f8cfa1,Production of M14：6,E12_Production
prod_347a773c,Production of M12:6,E12_Production
prod_eab1c69d,Production of M7:3I,E12_Production
prod_3750c454,Production of M16:7,E12_Production
prod_71067d75,Production of M17:6,E12_Production
prod_129aa7a6,Production of M8:4,E12_Production
prod_7d98e31f,Production of M16:8,E12_Production
prod_7a9d12b8,Production of M16:15,E12_Production
prod_0f8bf204,Production of M16:11,E12_Production
prod_f478f842,Production of M16:9II,E12_Production
prod_b76031e3,Production of M2:1I,E12_Production
prod_f6924c10,Production of M2:4I,E12_Production
prod_ac032b4c,Production of M3:5,E12_Production
prod_a24c3291,Production of M9:8,E12_Production
prod_570caeef,Production of M13:12,E12_Production
prod_bbfbaafb,Production of M13:9,E12_Production
prod_0e4e3eda,Production of M13:20II,E12_Production
prod_b16925d1,Production of M5:6II,E12_Production
prod_e64e150a,Production of M1:23,E12_Production
prod_8f65b5a7,Production of M1:50,E12_Production
prod_e2598785,Production of M6:7,E12_Production
prod_e6bed2ff,Production of M1:3,E12_Production
prod_d8909cc5,Production of M1:32,E12_Production
prod_b80cb00c,Production of M1:36II,E12_Production
prod_c2bad899,Production of T0302③：23,E12_Production
prod_5b69b857,Production of T0302⑤：22,E12_Production
prod_b514d2b5,Production of T0302⑤：21,E12_Production
prod_08db4958,Production of T0301③：15,E12_Production
prod_7e3f8710,Production of T0302⑤：14,E12_Production
prod_2746d264,Production of T0402②：28,E12_Production
prod_b65549c5,Production of T0302⑤：13,E12_Production
prod_bd7282b9,Production of T0402③：28,E12_Production
prod_b15238ed,Production of T0301④：16,E12_Production
prod_d7567406,Production of T0401⑥：15,E12_Production
prod_8a5ebc1a,Production of 2.T0301（2）：3,E12_Production
prod_fea2984f,Production of M03:5,E12_Production
prod_c802c12f,Production of T0302①:01,E12_Production
prod_9badedae,Production of T0302①:02,E12_Production
prod_4a903c98,Production of T0302①:04,E12_Production
prod_1ec636a5,Production of T0301①:01,E12_Production
prod_bbf011bd,Production of T0302①:03,E12_Production
prod_bc5ee7d7,Production of M3:4,E12_Production
prod_7de77780,Production of M10:8,E12_Production
prod_bdc9fc3c,Production of M11:8,E12_Production
prod_328abe1f,Production of M12:1,E12_Production
prod_f3419a3e,Production of M23:4,E12_Production
prod_b1075de5,Production of M25:5,E12_Production
prod_b1f1a2f0,Production of M26:2,E12_Production
prod_5038e61e,Production of M27:10,E12_Production
prod_64ba5e2f,Production of M33:4,E12_Production
prod_72c9ab83,Production of M34:15,E12_Production
prod_8daca933,Production of M40:2,E12_Production
prod_f38ab6f2,Production of M45:4,E12_Production
prod_8c1d36a9,Production of M46:8,E12_Production
prod_1f5a61bb,Production of M46:4,E12_Production
prod_8400faa3,Production of M51:10,E12_Production
prod_bf70d39b,Production of M51:11,E12_Production
prod_cfd258bd,Production of M51:12,E12_Production
prod_2302b6ac,Production of M53:5,E12_Production
prod_ab62da7f,Production of M53:7,E12_Production
prod_a16ead21,Production of M56:7,E12_Production
prod_38e8194f,Production of M59:4,E12_Production
prod_bf4f5ecd,Production of M61:1,E12_Production
prod_44b9cc44,Production of M61:2,E12_Production
prod_bf85555f,Production of M61:3,E12_Production
prod_6303eef7,Production of M62:2,E12_Production
prod_502d089e,Production of M62:6,E12_Production
prod_67dd9360,Production of M63:4,E12_Production
prod_92452316,Production of M65:2,E12_Production
prod_4e9aa205,Production of M66:6,E12_Production
prod_d26a614c,Production of AⅡ壶,E12_Production
prod_95608fcd,Production of BI壶,E12_Production
prod_ea07c35f,Production of M66:1,E12_Production
prod_d4a55257,Production of M66:2,E12_Production
prod_8d1476c7,Production of M66:7,E12_Production
prod_1f888898,Production of M1,E12_Production
prod_503e722b,Production of M2,E12_Production
prod_f962c6ac,Production of M3,E12_Production
prod_0f1a72b5,Production of M4,E12_Production
prod_edcdd57c,Production of M5,E12_Production
prod_a3e8e2bf,Production of M6,E12_Production
prod_5b1bd15f,Production of M7,E12_Production
prod_f30f5cdb,Production of M8,E12_Production
prod_6a5b368f,Production of M9,E12_Production
prod_44c8c439,Production of M10,E12_Production
prod_327c6fb2,Production of M11,E12_Production
prod_99eb394d,Production of M12,E12_Production
prod_946dd579,Production of M13,E12_Production
prod_60c7417e,Production of M14,E12_Production
prod_a6c5f7e5,Production of M15,E12_Production
prod_85dffbb6,Production of M16,E12_Production
prod_a35e392e,Production of M17,E12_Production
prod_bb5e9bfa,Production of M18,E12_Production
prod_8cb3c839,Production of M19,E12_Production
prod_7808e94d,Production of M20,E12_Production
prod_e02a0322,Production of M21,E12_Production
prod_661c90aa,Production of M20_Ab_IV_Ding,E12_Production
prod_6da8e96e,Production of T42:99,E12_Production
prod_7e82077e,Production of T402:105,E12_Production
prod_39590a5b,Production of G1②：483,E12_Production
prod_48aa77b1,Production of G1②:482,E12_Production
prod_0f38a38b,Production of G1③:484,E12_Production
prod_b48268b1,Production of G1②:46,E12_Production
prod_b39c2a31,Production of T4①：102,E12_Production
prod_a74d3ff9,Production of G1①:412,E12_Production
prod_a0af4aca,Production of T412:96,E12_Production
prod_ec545462,Production of G2①B:25,E12_Production
prod_564eafdb,Production of G1②:481,E12_Production
prod_9294618a,Production of T412:104,E12_Production
prod_9bfd997a,Production of G1②:452,E12_Production
prod_4b9864c7,Production of G1②:25,E12_Production
prod_3704cc4b,Production of G1②:10,E12_Production
prod_0eb3a335,Production of G1②:23,E12_Production
prod_fac94639,Production of G1③:4,E12_Production
prod_2ee9a2ca,Production of G1②:299,E12_Production
prod_89142a99,Production of G1④: 125,E12_Production
prod_c01f9422,Production of G1③: 127,E12_Production
prod_c2feda6c,Production of G1①: 180,E12_Production
prod_b7fae9c7,Production of G2⑧:95,E12_Production
prod_912645c2,Production of G1④:295,E12_Production
prod_5de5fa35,Production of G1②:252,E12_Production
prod_e53f7051,Production of T4⑫:120,E12_Production
prod_37c11744,Production of G1①:293,E12_Production
prod_fb9f2f28,Production of G2⑥:56,E12_Production
prod_85fbe682,Production of :93,E12_Production
prod_ad124a79,Production of G2②B：13,E12_Production
prod_699adc57,Production of G2⑧:99,E12_Production
prod_a9ceba97,Production of G2②：97,E12_Production
prod_36b0267c,Production of G1⑤:290,E12_Production
prod_ad2d11b1,Production of T3⑪A：117,E12_Production
prod_d0ae552a,Production of T4⑫:68,E12_Production
prod_3a93ba87,Production of T3⑪A:117,E12_Production
prod_9bef3d28,Production of T4⑫:108,E12_Production
prod_4c1052b0,Production of T4⑫:126,E12_Production
prod_cdf4ff09,Production of G1②:301,E12_Production
prod_f54ed2e3,Production of T3①F:114,E12_Production
prod_794fdc25,Production of H4:1,E12_Production
prod_1679d54c,Production of T4⑫:67,E12_Production
prod_ecb34249,Production of T4⑩:13,E12_Production
prod_921f83f9,Production of T1⑪:15,E12_Production
prod_584779f0,Production of G1②:165,E12_Production
prod_083e1863,Production of G1②:121,E12_Production
prod_327507e7,Production of T3⑪A：118,E12_Production
prod_80438b79,Production of T3⑪A：50,E12_Production
prod_fbe4ca6e,Production of G2①:86,E12_Production
prod_3e6f8705,Production of T4'⑪:121,E12_Production
prod_af1e43a4,Production of G1①:265,E12_Production
prod_5e4beb4e,Production of G1②:454,E12_Production
prod_acbe2cf2,Production of G1②:455,E12_Production
prod_2ac7ebe0,Production of G1②:456,E12_Production
prod_a3111ad5,Production of G1②:457,E12_Production
prod_331846e6,Production of T3⑪A：123,E12_Production
prod_98f4721d,Production of T31DA:50,E12_Production
prod_893ca8e3,Production of T4'①:121,E12_Production
prod_5d399d96,Production of T3①A:118,E12_Production
prod_25dd2d17,Production of G1①:458,E12_Production
prod_b8b20b6b,Production of T4'⑪A：139,E12_Production
prod_5ac8bc18,Production of G1①:459,E12_Production
prod_33de2a87,Production of G1①:460,E12_Production
prod_4252342c,Production of G1①:461,E12_Production
prod_8d38674f,Production of G1①:462,E12_Production
prod_7a770b76,Production of G1②:463,E12_Production
prod_951c08d8,Production of G1①:464,E12_Production
prod_956ddae3,Production of G1①:465,E12_Production
prod_e3ba24cb,Production of T2⑪:3,E12_Production
prod_b25eabbd,Production of G1②:467,E12_Production
prod_c8e81ba6,Production of G2②:201,E12_Production
prod_916b7a8a,Production of G1②:468,E12_Production
prod_d192b81c,Production of G1①:469,E12_Production
prod_97f54eba,Production of G1①:470,E12_Production
prod_9607c6eb,Production of G1②：471,E12_Production
prod_8e73cfd4,Production of T4⑪:151,E12_Production
prod_43860bd5,Production of T4⑪:152,E12_Production
prod_f69e7645,Production of T4⑪:153,E12_Production
prod_fd8f6c08,Production of T411:154,E12_Production
prod_75b6f6fb,Production of T311:125,E12_Production
prod_e182eb87,Production of T311:126,E12_Production
prod_017a530a,Production of T411:162,E12_Production
prod_b8104f18,Production of T411:158,E12_Production
prod_c0efe3b1,Production of T411:161,E12_Production
prod_ad01f1be,Production of T411:160,E12_Production
prod_d5c934a1,Production of T411:159,E12_Production
prod_fe3155af,Production of T40:157,E12_Production
prod_d5143d43,Production of T211:4,E12_Production
prod_9336b5c4,Production of G22B:202,E12_Production
prod_54420f36,Production of G11:472,E12_Production
prod_fb2647f4,Production of G22B:204,E12_Production
prod_fd7ab1b5,Production of G13:473,E12_Production
prod_4afd4f49,Production of T411:156,E12_Production
prod_151ae7c8,Production of G24:208,E12_Production
prod_d51c0281,Production of T411:155,E12_Production
prod_d3748f58,Production of T4⑪:156,E12_Production
prod_1ffae7e4,Production of G2④:208,E12_Production
prod_9596e0a0,Production of T4⑪:155,E12_Production
prod_c12a4020,Production of G1②:474,E12_Production
prod_86627b0e,Production of G2②B:203,E12_Production
prod_93cb045d,Production of G1②:475,E12_Production
prod_c3ca54e4,Production of G1②:476,E12_Production
prod_3fb0828a,Production of G2②B:205,E12_Production
prod_9240c17f,Production of T3⑪:127,E12_Production
prod_2d6225c4,Production of T3⑪:128,E12_Production
prod_d6f3517a,Production of G1①:477,E12_Production
prod_e9637522,Production of G2②A:207,E12_Production
prod_781a8068,Production of G1①:478,E12_Production
prod_9c402b2c,Production of G1①:479,E12_Production
prod_4f0e9b97,Production of T3⑪:129,E12_Production
prod_cd7b40b5,Production of G2②B:206,E12_Production
prod_1fe4d66a,Production of G1①:480,E12_Production
prod_bfb117a0,Production of G1②:126,E12_Production
prod_fcd68231,Production of G2②:118,E12_Production
prod_8e73c8ec,Production of G2②A:168,E12_Production
prod_0dcdbe45,Production of G2⑥:119,E12_Production
prod_d3150857,Production of G2⑥:117,E12_Production
prod_f344c701,Production of G1①:307,E12_Production
prod_bc533d5f,Production of G1④:310,E12_Production
prod_41e84ba2,Production of G2②B:15,E12_Production
prod_7860257d,Production of G2②B:31,E12_Production
prod_1995f928,Production of T4'⑫:111,E12_Production
prod_da1a459e,Production of 台I②:23,E12_Production
prod_ac35e2d1,Production of G2⑧:107,E12_Production
prod_dbd604e0,Production of G2⑥:120,E12_Production
prod_3c06d072,Production of G1②:312,E12_Production
prod_caa91bf6,Production of G2②B:121,E12_Production
prod_86cd4750,Production of T4⑫:147,E12_Production
prod_3d31a480,Production of T4'⑫:116,E12_Production
prod_e51f1136,Production of G1②:108,E12_Production
prod_d268e723,Production of G1①:104,E12_Production
prod_6a92914a,Production of G1②:305,E12_Production
prod_2331b6d8,Production of G2⑧:124,E12_Production
prod_db5b9998,Production of T3⑪A：20,E12_Production
prod_9cf43f96,Production of T4⑪A：144,E12_Production
prod_e20f44a0,Production of T3①A：119,E12_Production
prod_50f8c5a1,Production of T4⑫:111,E12_Production
prod_73482f71,Production of G1②:304,E12_Production
prod_bba8b596,Production of T3⑪A：30,E12_Production
prod_5c481699,Production of T4⑩:7,E12_Production
prod_7cf1daff,Production of G2②:125,E12_Production
prod_114c9826,Production of T3⑪A:55,E12_Production
prod_5cfa90fd,Production of G2⑧:156,E12_Production
prod_515de642,Production of G2②B：8,E12_Production
prod_479bfeb3,Production of T3⑪A：106,E12_Production
prod_0d890b46,Production of G1②:308,E12_Production
prod_ace95614,Production of T3⑪A:106,E12_Production
prod_9fcee874,Production of T3⑪C:109,E12_Production
prod_69ca7859,Production of G2⑥:52,E12_Production
prod_abb1b4cf,Production of T4⑩:20,E12_Production
prod_382a6634,Production of G2②B:81,E12_Production
prod_1b2c813b,Production of T4⑫:128,E12_Production
prod_37782b52,Production of T4⑫:110,E12_Production
prod_5529876a,Production of T4⑫:84,E12_Production
prod_4f2f009f,Production of T2'⑪:16,E12_Production
prod_f59856b0,Production of T4⑩:31,E12_Production
prod_2479955a,Production of 2②B：157,E12_Production
prod_4804c954,Production of G1②：70,E12_Production
prod_1a9baafa,Production of G1②: 118,E12_Production
prod_f8657eaf,Production of 台I②：75,E12_Production
prod_590b58e1,Production of T3⑪A：121,E12_Production
prod_7efa5583,Production of T4⑫:103,E12_Production
prod_84628988,Production of T4⑫:146,E12_Production
prod_1df91f24,Production of G1②:272,E12_Production
prod_cbaf8653,Production of T4⑪:149,E12_Production
prod_05ce8a59,Production of T4'⑩:17,E12_Production
prod_413d5ec8,Production of G1②:280,E12_Production
prod_2143957b,Production of G1②:181,E12_Production
prod_816b3a86,Production of T4'⑫:110,E12_Production
prod_154434f0,Production of T4'⑫:182,E12_Production
prod_8cdb2809,Production of G2①:139,E12_Production
prod_62ef0529,Production of G1⑤:136,E12_Production
prod_6067238f,Production of G1②:275,E12_Production
prod_b4df5835,Production of G1②:278,E12_Production
prod_2b150e8b,Production of G2②:137,E12_Production
prod_fab1c100,Production of G2②:136,E12_Production
prod_9ff76bd5,Production of T4⑪:148,E12_Production
prod_d5bad3d4,Production of T3①F:120,E12_Production
prod_23f751f9,Production of G1②:279,E12_Production
prod_14ebde9a,Production of T2'⑪:1,E12_Production
prod_3b1f4d37,Production of T3⑪A:31,E12_Production
prod_841bc5fd,Production of T4⑪:145,E12_Production
prod_d082dba6,Production of T3①A：14,E12_Production
prod_7591632b,Production of G1②:74,E12_Production
prod_f85db0fc,Production of G1①:281,E12_Production
prod_85d21455,Production of G1③:282,E12_Production
prod_5f6d7c18,Production of T4⑫:71,E12_Production
prod_915c052e,Production of 台I①：57,E12_Production
prod_382d50cf,Production of T3⑪A:51,E12_Production
prod_0b598341,Production of T3⑪A：11,E12_Production
prod_cc86578c,Production of G1②:273,E12_Production
prod_84d36d51,Production of T3⑪C：113,E12_Production
prod_4b2b4250,Production of T3①A：40,E12_Production
prod_4945fb9e,Production of G1②:183,E12_Production
prod_c77b6e4a,Production of T4②:56,E12_Production
prod_17050025,Production of T4⑩:5,E12_Production
prod_a5c0f60c,Production of G1②:146,E12_Production
prod_fc226ee3,Production of G1⑥:197,E12_Production
prod_c17f3045,Production of G1④:277,E12_Production
prod_d807c506,Production of G2②:165,E12_Production
prod_aa44bf98,Production of 台I②：27,E12_Production
prod_7dce809c,Production of G1②:47,E12_Production
prod_bd138d20,Production of G2⑧:164,E12_Production
prod_7851c2d7,Production of G2②B：19,E12_Production
prod_5f0fbb21,Production of G2①B：51,E12_Production
prod_4fad1301,Production of G1②:144,E12_Production
prod_4163fef7,Production of G1②:97,E12_Production
prod_17b71b09,Production of G2②B：29,E12_Production
prod_1c164196,Production of T4'⑫:84,E12_Production
prod_0f66ae94,Production of T4⑫:112,E12_Production
prod_696b59f7,Production of T1⑪:6,E12_Production
prod_dc9b0151,Production of T4⑩:127,E12_Production
prod_452eb2f0,Production of G2⑥:79,E12_Production
prod_a8c26162,Production of G1②:325,E12_Production
prod_4274bea3,Production of G2⑧:160,E12_Production
prod_7bdf3989,Production of G2⑧:162,E12_Production
prod_96da470c,Production of T15②：1,E12_Production
prod_3bf14af8,Production of G2②:163,E12_Production
prod_9e9b0e65,Production of G1③:155,E12_Production
prod_a1cc500d,Production of G2⑧:54,E12_Production
prod_6633ac46,Production of T4'⑪:43,E12_Production
prod_053f06ca,Production of 台I③:68,E12_Production
prod_afa92fc2,Production of T2'⑪:9,E12_Production
prod_78ad974c,Production of G1②:267,E12_Production
prod_b03da1c4,Production of 台I  $②$  ：73,E12_Production
prod_ff76bcd9,Production of T4'⑫:78,E12_Production
prod_c2f8d77b,Production of T4'⑫:97,E12_Production
prod_8bed5b8a,Production of G1①:217,E12_Production
prod_065045f0,Production of G2②:88,E12_Production
prod_d4c1a903,Production of G1②:243,E12_Production
prod_099babc0,Production of G2④:46,E12_Production
prod_8bf56a24,Production of G2③:158,E12_Production
prod_7cdc3fd4,Production of G2②:114,E12_Production
prod_422a1825,Production of G2②:112,E12_Production
prod_15e1f6e2,Production of G2②:111,E12_Production
prod_775981d4,Production of G1②:287,E12_Production
prod_d2d9c25c,Production of T4⑫:91,E12_Production
prod_055c5cad,Production of G1②:288,E12_Production
prod_adffcdab,Production of T3①F:108,E12_Production
prod_b5421eb3,Production of G1②:84,E12_Production
prod_2319e4d6,Production of G2②:109,E12_Production
prod_6a4a85e5,Production of G2②:284,E12_Production
prod_288767d2,Production of T4⑫:65,E12_Production
prod_2a80d235,Production of 台I③:31,E12_Production
prod_5ff6e559,Production of G1②:240,E12_Production
prod_5537d5b4,Production of 台I②:24,E12_Production
prod_b73f040e,Production of G1②:61,E12_Production
prod_caa2ce2e,Production of G1②:43,E12_Production
prod_1f530fba,Production of G1②:149,E12_Production
prod_1fbb4208,Production of 台I③:72,E12_Production
prod_54e7cc91,Production of G2①A:28,E12_Production
prod_203b9eb6,Production of G1①:82,E12_Production
prod_6bdb2d69,Production of G2④:54,E12_Production
prod_fc20d228,Production of G1⑥:182,E12_Production
prod_39bfaabe,Production of G1②:283,E12_Production
prod_035a9fcf,Production of G1②:18,E12_Production
prod_7a8c5b49,Production of G1②:68,E12_Production
prod_f4811e4c,Production of GI①:449,E12_Production
prod_682e872c,Production of G1⑥:179,E12_Production
prod_66df5e4a,Production of T9⑨:3,E12_Production
prod_1cdb83a6,Production of T1⑩:5,E12_Production
prod_7e1ab9e5,Production of T10②:19,E12_Production
prod_0b5cb8b7,Production of T3⑪A:60,E12_Production
prod_7dce4ab2,Production of T3⑪B:286,E12_Production
prod_8bbec010,Production of T4⑫:92,E12_Production
prod_9ea82553,Production of T4②:97,E12_Production
prod_7446ce1f,Production of T4'⑩:34,E12_Production
prod_6dd46a20,Production of 台I②：16,E12_Production
prod_af118f45,Production of G2⑥:151,E12_Production
prod_5c0628d5,Production of 51,E12_Production
prod_31e3490f,Production of G2①B：58,E12_Production
prod_96c8dcfd,Production of T3⑧:104,E12_Production
prod_eb213f32,Production of T3⑪C：122,E12_Production
prod_9accae67,Production of G2①: 145,E12_Production
prod_cfc0917d,Production of H4:3,E12_Production
prod_b853f496,Production of T4⑫:89,E12_Production
prod_4fa01b44,Production of G2②:148,E12_Production
prod_d454d216,Production of G2①B：64,E12_Production
prod_4dbfc63b,Production of T3①C：112,E12_Production
prod_831a8b5f,Production of T4'⑫:140,E12_Production
prod_58fbff3b,Production of T4⑪:150,E12_Production
prod_f2f61170,Production of G2①:144,E12_Production
prod_5f7cdf92,Production of G1①:1,E12_Production
prod_3477a599,Production of G2②:150,E12_Production
prod_eae62c10,Production of G1⑥:254,E12_Production
prod_14498496,Production of G1⑥: 172,E12_Production
prod_d8604e4d,Production of G2②:149,E12_Production
prod_9dce4236,Production of G1①:262,E12_Production
prod_1b9d2d08,Production of G1①:258,E12_Production
prod_c6c1d600,Production of G2⑥:65,E12_Production
prod_f25a9577,Production of T4⑪:32,E12_Production
prod_481c8e92,Production of G1①:257,E12_Production
prod_c6c8cd97,Production of G1①: 142,E12_Production
prod_8fff5fc9,Production of G1①:142,E12_Production
