id,raw,numeric,unit,LABEL
fv_c8b7fc50,口径12.5、高14.8厘米,,,FeatureValue
fv_cb04bf5a,侈口尖唇，球腹，受压变形,,,FeatureValue
fv_87375791,口径11.8、高14.4、圈足径12厘米,,,FeatureValue
fv_7e491142,11.8,11.8,,FeatureValue
fv_8240c2e4,截面呈梯形，侧边略鼓，残 | 截面略呈梯形,,,FeatureValue
fv_d871e9de,直径4.7、厚1.3、孔径0.4厘米,,,FeatureValue
fv_d519a151,4.7,4.7,,FeatureValue
fv_ccbcf0ba,T15北部，方向0°。开口于1层下，打破8A层。长方形竖穴土坑，长235、宽80~86、深10厘米。填灰黄色斑土。坑壁较明显，坑底较平整。葬具已不存。坑内有两具人骨架，西侧的骨架保存稍好、仰身直肢，东侧的骨架保存较差、侧身朝西。随葬品共15件，大部分集中于保存稍好的西侧骨架上。西侧骨架的头部散落着6颗玉珠，盆骨部位有玉锥形饰2件、陶器盖1件，脚部放置鼎、豆、壶、罐4件陶器。属于东侧骨架的随葬品仅2件，1件是陶杯，位于肩部，另有1枚玉管见于胸腹部,,,FeatureValue
fv_a45cd01a,M25,,,FeatureValue
fv_d228cfab,M25,,,FeatureValue
fv_9b3f0d18,口部倾斜，敞口方唇，浅盘。圈足较高，饰4道凸棱，喇叭形口部呈褶状起伏,,,FeatureValue
fv_005f2fe0,口径15.8、高13.7、圈足径14.5厘米,,,FeatureValue
fv_59009fe7,15.8,15.8,,FeatureValue
fv_fff3fa29,口残，扁鼓腹，圈足较矮,,,FeatureValue
fv_29a3f828,腹径10.2、残高5.2、圈足径6.6厘米,,,FeatureValue
fv_8a1db589,5.2,5.2,,FeatureValue
fv_83e1f654,口部稍斜，侈口尖圆唇，垂鼓腹，鱼鳍形足 | 圆唇，内沿面微鼓，腹最大径居中，足截面扁薄,,,FeatureValue
fv_aed7833e,口径12.4、高13.6厘米,,,FeatureValue
fv_73b00b7d,12.4,12.4,,FeatureValue
fv_769bde3e,直口尖唇，稍鼓腹，圈足外撇 | 敛口，器身瘦高,,,FeatureValue
fv_214ab35b,口径8.5、高11.6、圈足径8.7厘米,,,FeatureValue
fv_8ecedf40,8.5,8.5,,FeatureValue
fv_98e789fb,直口内敛，尖唇，稍鼓腹，圈足较陡直 | 敛口，器身更瘦,,,FeatureValue
fv_be883f59,口径5.1、高8.8、圈足径5.4厘米,,,FeatureValue
fv_298be3d5,5.1,5.1,,FeatureValue
fv_f9b1644d,M26,,,FeatureValue
fv_23d3aea3,M26,,,FeatureValue
fv_95da6c85,敞口圆唇，溜肩，小平底,,,FeatureValue
fv_78a31b00,口径10.6、高11.9、底径7.9厘米,,,FeatureValue
fv_7cb8cadb,11.9,11.9,,FeatureValue
fv_eaee4091,10.6,10.6,,FeatureValue
fv_fe6b1af2,卞家山 M26,,,FeatureValue
fv_3c0b83b6,侈口圆唇，垂腹，浅圜底，鱼鳍形足 | 圆唇显方，内沿面略凹，有的起脊显领，腹较浅，扁足较宽,,,FeatureValue
fv_8bf33d72,口径16.1、高13.6厘米,,,FeatureValue
fv_a7dc030f,16.1,16.1,,FeatureValue
fv_9eb559ed,卞家山M26,,,FeatureValue
fv_11a6583d,口部变形，卷沿尖唇。圈足残，上部有两周密集排列的扁圆孔,,,FeatureValue
fv_5f0c5ce6,口径17.7、残高5.5厘米,,,FeatureValue
fv_15954938,M27,,,FeatureValue
fv_73aca82d,M27,,,FeatureValue
fv_b245e2fd,腹外侧有褶棱，圈足内为壁形底,,,FeatureValue
fv_5bdc74aa,口径约19、高约6、圈足径10.5厘米,,,FeatureValue
fv_f5156ac0,M27,,,FeatureValue
fv_2ebc4a76,敞口外卷，折腹处有一圈凹旋纹。圈足上有两道凹旋纹，旋纹间和旋纹下各有3个扁圆孔，排列不均匀,,,FeatureValue
fv_9b28036b,口径16.6、高9.2、圈足径11.4厘米,,,FeatureValue
fv_e66035fd,B型壶,,,FeatureValue
fv_030f81df,直口微敞，扁球腹，圈足较矮 | 扁腹，口沿和圈足较矮,,,FeatureValue
fv_596e2dc3,口径7.6、高10.5、圈足径8.3厘米,,,FeatureValue
fv_2f04361a,7.6,7.6,,FeatureValue
fv_ec782b9e,T15南部，方向 82°，开口于1层下，打破8A层,,,FeatureValue
fv_6a9487f7,M28,,,FeatureValue
fv_e6dedf27,M28,,,FeatureValue
fv_07138939,单把，变形前倾 | 敛口，器身瘦高，肩部带有小把,,,FeatureValue
fv_84f41f2c,口径7、高10.2、圈足径6.5厘米,,,FeatureValue
fv_a599477b,10.2,10.2,,FeatureValue
fv_25bc5a0b,7.0,7.0,,FeatureValue
fv_2f411002,敞口圆唇，圈足上有两道凸弦纹，旋纹间饰4个扁孔,,,FeatureValue
fv_41e696b1,口径18、高10.2、圈足径12.6厘米,,,FeatureValue
fv_b5eb9570,卞家山 M30,,,FeatureValue
fv_b8fef96b,M30,,,FeatureValue
fv_bbb45f7f,M30,,,FeatureValue
fv_06a35a82,卷沿，沿面有3个极浅的凹槽，一个凹槽的口部有2个小圆孔。腹外侧有褶棱，矮圈足,,,FeatureValue
fv_b6e07337,AV,,,FeatureValue
fv_741b84dc,口径23、高6.2、圈足径11.8厘米,,,FeatureValue
fv_b4799778,6.2,6.2,,FeatureValue
fv_2b44e179,敞口圆唇，折腹处有一圈凹旋纹。圈足中部有两圈凹旋纹，旋纹间饰4组错位的扁圆孔,,,FeatureValue
fv_f44a2faf,口径17.9、高9.3、圈足径11.2厘米,,,FeatureValue
fv_a993ec64,17.9,17.9,,FeatureValue
fv_f9d7873b,口部残，扁球腹，肩部饰4道凹旋纹，圈足较陡直 | 扁腹，口沿和圈足较矮,,,FeatureValue
fv_75bc7156,口径9.4、高12.9、圈足径9.6厘米,,,FeatureValue
fv_44b60b82,侧边稍鼓，圆饼形，截面略呈梯形，单面钻孔 | 截面略呈梯形,,,FeatureValue
fv_cc9af4e8,直径4.6、厚1.6、孔径0.4~0.5厘米,,,FeatureValue
fv_73b5b0d5,"侈口平唇，沿面略内凹，窄T形足 | 腹稍浅, 足截面呈窄 T 字形",,,FeatureValue
fv_4dd79396,口径12.3、高11.6厘米,,,FeatureValue
fv_6e818ba0,12.3,12.3,,FeatureValue
fv_84b02d81,卞家山M31,,,FeatureValue
fv_908dca03,M31,,,FeatureValue
fv_53fcfb11,M31,,,FeatureValue
fv_ffbbde73,平折沿稍卷，圆唇，腹外侧有褶棱，壁形底,,,FeatureValue
fv_95c98aba,口径14.8、高5.4、底径9.4厘米,,,FeatureValue
fv_eb4aec2c,AⅢ壶,,,FeatureValue
fv_0b663434,直口中部略收，折肩，圈足较陡直 | 器身扁鼓，耸肩，口沿和圈足更高,,,FeatureValue
fv_d421cb91,A型 Ⅲ式,,,FeatureValue
fv_4c90b105,口径9.4、高12.8、圈足径9.1厘米,,,FeatureValue
fv_4866a00c,圆饼形，截面呈梯形，侧边圆鼓，单面钻孔，开裂受损 | 截面略呈梯形,,,FeatureValue
fv_11393fca,直径3.1、厚1.3、穿孔0.2~0.4厘米,,,FeatureValue
fv_6e4b22eb,3.1,3.1,,FeatureValue
fv_0af56215,直口微张，折腹处有一圈凹旋纹，圈足中部有两道凹旋纹，旋纹间饰3个扁圆孔,,,FeatureValue
fv_37d5b372,口径16.2、高8.6、圈足径9.7厘米,,,FeatureValue
fv_459f6955,凹旋纹，扁圆孔,,,FeatureValue
fv_784c7e36,卞家山 M31,,,FeatureValue
fv_e5c12cad,红陶，着红衣,,,FeatureValue
fv_ebad4f2d,"侈口斜唇，沿面有凹槽，垂鼓腹，鼎足截面呈楔形 | 方唇或尖唇, 腹最大径居中, 足截面外侧明显较宽",,,FeatureValue
fv_95a9e413,口径10.5、高13.9厘米,,,FeatureValue
fv_c7b0bd89,13.9,13.9,,FeatureValue
fv_a019199b,M32,,,FeatureValue
fv_bb2cda67,M32,,,FeatureValue
fv_efe9ba27,M32,,,FeatureValue
fv_810360c4,直口方唇，腹壁外侧下部有一周较宽的凸棱，豆把中部也有两道凸棱，棱纹间有3个较大的扁方孔,,,FeatureValue
fv_88f56377,口径16.8、高14、圈足径13.6厘米,,,FeatureValue
fv_2eeaf3f5,两面不平整，截面略呈梯形，侧边鼓 | 截面略呈梯形,,,FeatureValue
fv_4cb48bc8,直径4.5、厚1.3、孔径0.5厘米,,,FeatureValue
fv_0b601937,卞家山 M32,,,FeatureValue
fv_ba0dd2c1,口部斜，侈口尖唇，沿面内凹，扁鼓腹，鱼鳍形足 | 圆唇显方，内沿面略凹，有的起脊显领，腹较浅，扁足较宽,,,FeatureValue
fv_dbcaef33,口径12、高10.4厘米,,,FeatureValue
fv_f57b0a35,口部斜，器身略变形，侈口尖圆唇，扁球腹略下垂,,,FeatureValue
fv_cbef0986,口径9、高12.2、圈足径11.3厘米,,,FeatureValue
fv_7767c346,侈口尖唇，沿面内凹，双耳，器身扁，鱼鳍形足残缺 | 圆唇显方，内沿面略凹，有的起脊显领，腹较浅，扁足较宽，有双耳,,,FeatureValue
fv_36c47624,口径17、鼎身高8.2厘米,,,FeatureValue
fv_e4a28479,17.0,17.0,,FeatureValue
fv_0f9c2589,M33,,,FeatureValue
fv_38832a1d,M33,,,FeatureValue
fv_a605eac9,M33,,,FeatureValue
fv_89509b42,敞口卷沿，沿面有4个凹槽，一个凹槽的口部有一圆孔。圈足内底部有一圈凸棱,,,FeatureValue
fv_baeb526d,口径17.3、高6.3、圈足径7.8厘米,,,FeatureValue
fv_dfb60bae,6.3,6.3,,FeatureValue
fv_c7964814,圆饼形，一面平一面稍鼓，受挤压略变形，残 | 截面呈扁鼓形,,,FeatureValue
fv_7f633a8e,直径4.1、厚1.5、孔径0.4厘米,,,FeatureValue
fv_4afdbecc,4.1,4.1,,FeatureValue
fv_63e35b25,卞家山 M33,,,FeatureValue
fv_bb16e67c,直口略张，折尖唇，沿面略内凹，球腹,,,FeatureValue
fv_a72756a1,口径11.6、高11.7、圈足径11.1厘米,,,FeatureValue
fv_bffe036a,11.6,11.6,,FeatureValue
fv_d40ff4e8,侈口尖唇，沿面略凹，垂鼓腹，鱼鳍形足外撇 | 方唇，内沿面略凹，足最大径偏下，足宽扁,,,FeatureValue
fv_62deff48,口径12.3、高16.3厘米,,,FeatureValue
fv_e62054c2,16.3,16.3,,FeatureValue
fv_ec23c075,敞口圆唇，折腹。圈足中部有两道凹旋纹，旋纹间饰有3个扁圆孔,,,FeatureValue
fv_1ec7727e,口径18.3、高8.6、圈足径12.6厘米,,,FeatureValue
fv_9ca6c729,18.3,18.3,,FeatureValue
fv_b35a6d17,器盖,,,FeatureValue
fv_a45709f2,半球形，有一圆孔,,,FeatureValue
fv_4394f97e,直径4.5、高1.8、穿孔径1.1厘米,,,FeatureValue
fv_6494f8a8,卞家山 M34,,,FeatureValue
fv_61068673,M34,,,FeatureValue
fv_16420bfe,M34,,,FeatureValue
fv_6a1ec3a5,"敞口方唇, 折腹浅盘, 喇叭形圈足较高",,,FeatureValue
fv_1fdeaba9,口径 17.7、高 13.2、圈足径 14.5 厘米,,,FeatureValue
fv_ea2bbf9f,"5 道凸棱, 扁圆孔",,,FeatureValue
fv_1fc4b576,"侈口略卷沿，垂鼓腹，浅圜底，圆锥足 | 侈口圆唇, 略显领",,,FeatureValue
fv_48183eba,口径19.3、高16.9厘米,,,FeatureValue
fv_ba24f569,16.9,16.9,,FeatureValue
fv_99b04f1f,19.3,19.3,,FeatureValue
fv_50641b06,卞家山M35,,,FeatureValue
fv_f41e0443,M35,,,FeatureValue
fv_8e6c9af9,M35,,,FeatureValue
fv_1a05db0b,长颈收口，扁圆腹，圈足有一道褶棱和一个未透镂孔 | 颈较瘦长,,,FeatureValue
fv_d7f51296,口径7、高12.6、圈足径8厘米,,,FeatureValue
fv_731e2392,T15东部，方向175°，开口于1层下，打破M39和8A层，西侧被M19打破，东南角被M17打破,,,FeatureValue
fv_fb2e2cce,M36,,,FeatureValue
fv_ec2699e2,M36,,,FeatureValue
fv_73f42098,直口圆唇，浅鼓腹，腹内壁有数道凸棱 | 敛口，器身瘦高,,,FeatureValue
fv_2fdaa01f,口径6.6、高9.4、圈足径6.5厘米,,,FeatureValue
fv_f279713e,6.6,6.6,,FeatureValue
fv_94425f04,直敞口，扁腹，喇叭形圈足较高,,,FeatureValue
fv_d5c29636,口径11.6、高7.9、圈足径9.6厘米,,,FeatureValue
fv_586e6ee4,斜折沿，沿面有4个凹槽。深腹，腹壁外侧有褶棱。圈足内底部有一圈凸棱,,,FeatureValue
fv_05bb43ba,A II,,,FeatureValue
fv_6c5cf806,口径12.1、高6.3、圈足径5.8厘米,,,FeatureValue
fv_6746160c,12.1,12.1,,FeatureValue
fv_50fddf5c,卞家山 M37,,,FeatureValue
fv_e9e74fbd,M37,,,FeatureValue
fv_e3e1a08d,M37,,,FeatureValue
fv_a041bb51,敞口尖唇，方弧腹，矮圈足较陡直 | 器身显瘦，口沿和圈足较矮,,,FeatureValue
fv_faac9526,A型 I式,,,FeatureValue
fv_8ef10026,口径8.7、高11、圈足径7.3厘米,,,FeatureValue
fv_20dcf5ff,8.7,8.7,,FeatureValue
fv_9f756e0f,敞口圆唇，弧腹，浅盘。大圈足上有2道凹旋纹，旋纹间饰有5个扁圆孔 | 腹稍浅，圈足稍高,,,FeatureValue
fv_77534c03,口径14.3、高5.4、圈足径9.3厘米,,,FeatureValue
fv_8e6a1b5c,侈口尖唇，鱼鳍形足 | 圆唇，内沿面近平，腹略浅，扁足稍宽,,,FeatureValue
fv_686432c2,口径14.8、高15.1厘米,,,FeatureValue
fv_ac7b18b7,卞家山M38,,,FeatureValue
fv_4c2fcc73,M38,,,FeatureValue
fv_4d07ebd6,M38,,,FeatureValue
fv_06d921b7,直敞口圆唇，底近平，小喇叭形圈足内侧有多道凸棱 | 直口，斜腹近平，喇叭形捉手,,,FeatureValue
fv_b93d9022,口径13.7、高7.3、圈足径8.2厘米,,,FeatureValue
fv_78057eab,13.7,13.7,,FeatureValue
fv_ca41035d,直敞口尖唇，球腹，肩部饰有两道凸弦纹，圈足外撇 | 直敞口较长，肩部饰有两道凸弦纹,,,FeatureValue
fv_357dd32e,口径7.6、高11.8、圈足径7厘米,,,FeatureValue
fv_f63fde8d,纺轮,,,FeatureValue
fv_3d1f1224,T15东部，方向81°，开口于1层下，打破8A层,,,FeatureValue
fv_ccf4734f,M39,,,FeatureValue
fv_3bfddee1,M39,,,FeatureValue
fv_d1a2b5e6,圆饼形，侧边略鼓 | 截面呈扁鼓形,,,FeatureValue
fv_8f3e6317,直径3.6、厚1.5、孔径0.4厘米,,,FeatureValue
fv_e960ece6,直径3.6、厚1.5、孔径0.4厘米,,,FeatureValue
fv_96334d7e,纺织工具,,,FeatureValue
fv_59cd45f9,网格状符号,,,FeatureValue
fv_7c64bc36,T13东北部，方向173°，开口于1层下，打破M41和8A层,,,FeatureValue
fv_e29106b5,M40,,,FeatureValue
fv_08da28d9,M40,,,FeatureValue
fv_4fb59c2a,平折沿尖唇，折腹，圈足外侧有两道褶棱，棱下饰3组扁圆孔，每组各有3个倒品字形分布的扁圆孔,,,FeatureValue
fv_2604230c,口径15.6、高7.6、圈足径10.4厘米,,,FeatureValue
fv_db03b269,扁圆孔,,,FeatureValue
fv_bb965ad5,卞家山M41,,,FeatureValue
fv_40f93937,M41,,,FeatureValue
fv_50dc2e84,M41,,,FeatureValue
fv_237a4d1e,敞口方唇，鼓腹，最大径略偏上,,,FeatureValue
fv_d1f0f1f0,口径9.2、高11.1、圈足径9.5厘米,,,FeatureValue
fv_8a3c4820,11.1,11.1,,FeatureValue
fv_9b0094e0,卞家山 M41,,,FeatureValue
fv_a95417a8,侈口方唇，鼎足截面呈楔形 | 腹较深，足截面外侧明显较宽,,,FeatureValue
fv_9cf9bf2b,口径11.6、高13.1厘米,,,FeatureValue
fv_ae5f8490,直口方唇，折腹，圈足饰3个分布不均匀的圆孔,,,FeatureValue
fv_6610c18d,口径11.7、高6.2、圈足径9.2厘米,,,FeatureValue
fv_23503a83,卞家山M43,,,FeatureValue
fv_24c80fba,M43,,,FeatureValue
fv_5718cdd5,M43,,,FeatureValue
fv_e510e3df,平折沿，尖圆唇，弧腹，圈足上有1个圆孔,,,FeatureValue
fv_0343a9cd,口径20.8、高10.1、圈足径14.2厘米,,,FeatureValue
fv_77e88c3e,10.1,10.1,,FeatureValue
fv_e8eeb2c9,M44,,,FeatureValue
fv_c4e527f3,M44,,,FeatureValue
fv_9bf8724a,"敞口方唇，深弧腹，腹外侧中部饰有一道褶棱，圈足内为壁形底 | 敞口圆唇, 弧壁, 腹较深",,,FeatureValue
fv_b2f968b9,口径24.7、高7.8、圈足径17.2厘米,,,FeatureValue
fv_15bcc85a,口径24.7、高7.8、圈足径17.2厘米,,,FeatureValue
fv_7ba6fc73,24.7,24.7,,FeatureValue
fv_21172570,卞家山 M45,,,FeatureValue
fv_b59d86ca,M45,,,FeatureValue
fv_6cadaabe,M45,,,FeatureValue
fv_37146f26,"侈口尖唇，盆形器身稍变形，T形足外侧扁方形微微凸起 | 腹较浅, 足截面呈 T 字形",,,FeatureValue
fv_7a4ae2ca,口径18.9、高14.8厘米,,,FeatureValue
fv_0790ee32,M45,,,FeatureValue
fv_0b2c681c,口部歪斜，直口略敞，耸肩，圈足较高外撇,,,FeatureValue
fv_ba771ab9,口径11.9、高19.2、圈足径11.8厘米,,,FeatureValue
fv_52de6d2b,19.2,19.2,,FeatureValue
fv_a359e19d,11.9,11.9,,FeatureValue
fv_70e4fcf6,粗泥灰陶,,,FeatureValue
fv_2a27b827,敞口折沿尖唇，腹外壁有5道凸棱，圜底低于圈足,,,FeatureValue
fv_ad8e4528,口径13.9、高5、圈足径11.3厘米,,,FeatureValue
fv_7a55bdc0,5.0,5.0,,FeatureValue
fv_7cb2c9ab,敞口尖圆唇，浅盘。喇叭形高圈足，上饰3道凸棱,,,FeatureValue
fv_d54e07d2,口径16.7、高14.6、圈足径12.9厘米,,,FeatureValue
fv_ea861200,16.7,16.7,,FeatureValue
fv_1b675055,敞口尖唇，圈足顺着腹壁延伸内收，圈足上饰有4个扁圆孔,,,FeatureValue
fv_d154fa61,口径17.2、高5.3、圈足径12.3厘米,,,FeatureValue
fv_b2005bdc,M46,,,FeatureValue
fv_ddb1c2a2,M46,,,FeatureValue
fv_ac612c86,侈口圆唇，扁鼓腹，平底,,,FeatureValue
fv_c01a54a5,口径17、高8.3、底径10.4厘米,,,FeatureValue
fv_a63471dd,"侈口，圆鼓腹，小圈足，腹部带一只贯耳 | 侈口, 小圈足, 单把",,,FeatureValue
fv_abcceb90,口径13.6、高7.1、圈足径6.8厘米,,,FeatureValue
fv_a57e23d0,7.1,7.1,,FeatureValue
fv_6f1bc80c,M46,,,FeatureValue
fv_61387e04,"敞口略卷沿, 折腹处有一道凹旋纹, 圈足中部有两道凹旋纹, 旋纹间和下旋纹内各饰 4 个扁圆孔",,,FeatureValue
fv_41d4c99d,口径17.2、高9.4、圈足径13.3厘米,,,FeatureValue
fv_25c64479,卞家山 M46,,,FeatureValue
fv_6f923302,侈口尖唇，垂鼓腹，腹部内壁有一圈凸棱，底近平，鱼鳍形足 | 圆唇显方，内沿面近平，腹最大径居中，足外侧加厚趋方,,,FeatureValue
fv_2f060532,口径14.3、高16.8厘米,,,FeatureValue
fv_ca608a4a,直口略敞，腹部方弧，圈足较大,,,FeatureValue
fv_03aa9450,口径9.4、高14.3、圈足径11.7厘米,,,FeatureValue
fv_7c14092c,14.3,14.3,,FeatureValue
fv_b5912015,敞口卷沿，沿面有4个凹槽，一个凹槽附近的口部有2个小圆孔，折腹，腹外侧有褶棱，折腹处外凸起脊，圈足内呈极浅的壁形底,,,FeatureValue
fv_47233937,口径25.2、高7.2、圈足径11.4厘米,,,FeatureValue
fv_277df0ab,I双鼻壶,,,FeatureValue
fv_66c9dfd5,卞家山 M47,,,FeatureValue
fv_693d04eb,M47,,,FeatureValue
fv_08e11cbb,M47,,,FeatureValue
fv_ff4eae99,大口矮颈，腹部扁方，矮圈足有旋纹和扁孔 | 颈较粗矮,,,FeatureValue
fv_25060ee0,口径9.2、通高13.4、圈足径8.3厘米,,,FeatureValue
fv_2793eada,敞口卷沿，沿面有4个凹槽，一个凹槽下有2个小圆孔。腹外侧有褶棱。圈足极矮，圈足内为壁形底,,,FeatureValue
fv_fec82786,口径21、高8.2、圈足径9.8厘米,,,FeatureValue
fv_45cad6bd,侈口圆唇，平底略内凹,,,FeatureValue
fv_c116bde0,口径12.8、高6.7、底径7.6厘米,,,FeatureValue
fv_ed27113a,敞口略卷，尖圆唇，折腹。喇叭形圈足有两道褶棱，褶棱间饰5个扁圆孔,,,FeatureValue
fv_0468a3e6,口径16.7、高9.8、圈足径10.8厘米,,,FeatureValue
fv_532b7e04,直口略卷，圆唇，腹部方弧，圈足较陡直 | 器身稍胖，口沿和圈足稍高,,,FeatureValue
fv_124e1963,A型 II式,,,FeatureValue
fv_2db0aada,口径9、高13.2、圈足径8.8厘米,,,FeatureValue
fv_3c8ff0f3,侈口尖唇，弧腹内壁有一圈凸棱，底近平，鱼鳍形足 | 圆唇显方，内沿面近平，腹最大径居中，足外侧加厚趋方,,,FeatureValue
fv_ec2cc2c8,口径17.7、高17.1厘米,,,FeatureValue
fv_e123606c,17.1,17.1,,FeatureValue
fv_678e8366,M48,,,FeatureValue
fv_80bc46a8,M48,,,FeatureValue
fv_84d961c1,"敞口尖唇，浅鼓腹，圈足较高 | 敞口微折尖唇, 圈足较高",,,FeatureValue
fv_9a71cf83,口径10.8、高6.1、圈足径7.3厘米,,,FeatureValue
fv_c278870d,卞家山M48,,,FeatureValue
fv_e9b674f4,敞口尖唇，耸肩，尖圜底，圈足外撇,,,FeatureValue
fv_50495886,口径10.3、高16.9、圈足径10.5厘米,,,FeatureValue
fv_f0c91f1f,10.3,10.3,,FeatureValue
fv_5b995781,敞口略卷，圆唇，圈足较高,,,FeatureValue
fv_b8e54d6c,口径16.2、高14.2、圈足径13.7厘米,,,FeatureValue
fv_96646859,14.2,14.2,,FeatureValue
fv_5ee07cf9,凹旋纹，竖向错位的扁圆孔,,,FeatureValue
fv_cf0c0ec5,卞家山 M48,,,FeatureValue
fv_cb0af3bf,侈口尖唇，扁鼓腹，鱼鳍形足 | 方唇，内沿面较凹，有的起脊显领，腹更浅，扁足更宽,,,FeatureValue
fv_a37acc23,口径18.8、高16.4厘米,,,FeatureValue
fv_8162b50f,16.4,16.4,,FeatureValue
fv_df18cae3,卞家山M50,,,FeatureValue
fv_793b98a4,M50,,,FeatureValue
fv_9c14e84b,M50,,,FeatureValue
fv_5e0635cc,圆饼形，侧边鼓凸成脊，较大的一面稍内凹 | 截面呈扁鼓形,,,FeatureValue
fv_f6d0802f,直径3.4、厚1.1、孔径0.35厘米,,,FeatureValue
fv_bac3f293,3.4,3.4,,FeatureValue
fv_c66ab63e,敞口尖唇，圆鼓腹，平底,,,FeatureValue
fv_832ca3ed,口径9、高7.7、底径5.3厘米,,,FeatureValue
fv_fbfae829,7.7,7.7,,FeatureValue
fv_0df104cd,翻沿尖唇，浅弧腹。圈足有多道凹旋纹，旋纹上饰零星扁孔,,,FeatureValue
fv_9af95c36,口径18.4、高11、圈足径13.6厘米,,,FeatureValue
fv_99049d76,卞家山 M50,,,FeatureValue
fv_89e8e252,"敞口折尖唇，浅腹，圆锥足 | 侈口圆唇, 略显领",,,FeatureValue
fv_0565410e,口径17.8、高15.7厘米,,,FeatureValue
fv_5ff9609e,15.7,15.7,,FeatureValue
fv_550d6864,敞口略卷，耸肩，圈足外撇,,,FeatureValue
fv_a8a07b1d,口径12.3、高16.2、圈足径12.3厘米,,,FeatureValue
fv_f792329d,T25中部，方向183°，开口于3A层下，打破3B层，南部被晚期坑彻底破坏,,,FeatureValue
fv_1bae88ea,M51,,,FeatureValue
fv_71041281,3A层下,,,FeatureValue
fv_908ace17,M51,,,FeatureValue
fv_0a20df0c,豆把上有5道凸棱，上部饰有两组扁孔,,,FeatureValue
fv_eef0c358,把高13.1、圈足径17.5厘米,,,FeatureValue
fv_16217caa,M51,,,FeatureValue
fv_ae5d3370,T19东隔梁南部,,,FeatureValue
fv_23eee3f8,M52,,,FeatureValue
fv_b148ecf1,M52,,,FeatureValue
fv_17e380b8,侈口圆唇，沿面内凹，鱼鳍形足 | 圆唇，内沿面近平，腹略浅，扁足稍宽,,,FeatureValue
fv_e281614d,口径14.1、高13.3厘米,,,FeatureValue
fv_b05988ea,14.1,14.1,,FeatureValue
fv_910f7218,敞口尖唇，浅弧腹。圈足上部有两道褶棱,,,FeatureValue
fv_4476b9f2,口径15.6、高8.1、圈足径11.6厘米,,,FeatureValue
fv_1e6e9e0b,8.1,8.1,,FeatureValue
fv_85430596,"敞口圆唇，球鼓腹，圈足大于口径 | 球腹, 口沿和圈足变高",,,FeatureValue
fv_acc6cd74,口径9、高12.7、圈足径9.3厘米,,,FeatureValue
fv_e25a6edc,12.7,12.7,,FeatureValue
fv_607f9c6a,敞口卷沿，沿面有3个凹槽，一个凹槽下有2个小圆孔。器底为极矮的双圈足，内圈超出外圈,,,FeatureValue
fv_5947c992,口径17、高4.8、圈足径9.6厘米,,,FeatureValue
fv_7356e144,4.8,4.8,,FeatureValue
fv_3e9a0269,簋,,,FeatureValue
fv_0be4f7ae,T11东南部，方向355°，开口于3A层下，打破8B层，上部被扰坑破坏,,,FeatureValue
fv_bb68d6f7,M53,,,FeatureValue
fv_300a99b5,M53,,,FeatureValue
fv_e511218e,"大敞口，扁鼓腹，圈足外撇 | 似盏, 侈口, 扁腹, 圈足较高",,,FeatureValue
fv_040c06a5,口径16、高10.4、圈足径12.4厘米,,,FeatureValue
fv_5ca6807e,敞口，鼓腹，圈足外撇,,,FeatureValue
fv_82077864,口径10.2、高15.6、圈足径11.4厘米,,,FeatureValue
fv_11d4d9d4,敞口，折沿尖唇，弧腹，圈足有3个未透的扁圆孔,,,FeatureValue
fv_dcf5c206,口径20、高9、圈足径13.6厘米,,,FeatureValue
fv_37eed049,20.0,20.0,,FeatureValue
fv_f2178c61,T11西部，方向165°，开口于3A层下，打破8B层。长方形竖穴土坑，长146、宽48、残深5厘米。填灰褐色斑土。坑壁不明显。葬具已不存。人骨架仅见头骨和零星肢骨骨渣，头骨在中部偏南，从牙骸及头骨残骸位置来看，头向朝南，头骨似乎倒置，疑为二次葬。随葬品仅2件，1件陶杯置于脚部，1件玉坠见于腿部,,,FeatureValue
fv_66fc9f79,M54,,,FeatureValue
fv_a4e699b4,M54,,,FeatureValue
fv_6118f0a8,口沿外卷，垂鼓腹 | 敛口，器身更瘦，带盖,,,FeatureValue
fv_a18accc2,口径6.9、通高12.9、圈足径5.6厘米,,,FeatureValue
fv_40b50278,口径6.9、通高12.9、圈足径5.6厘米,,,FeatureValue
fv_258bf5a3,M55,,,FeatureValue
fv_45496a8f,M55,,,FeatureValue
fv_4e91900d,"敞口折沿尖唇，斜弧腹，矮圈足壁形底 | 折沿尖唇, 圈足极矮",,,FeatureValue
fv_4f013e0a,口径17.7、高5.2、圈足径9.5厘米,,,FeatureValue
fv_f1afccb8,卞家山M55,,,FeatureValue
fv_eb32fadb,敞口略卷，圈足有两道凹旋纹，旋纹间饰2个对称的未透扁孔,,,FeatureValue
fv_02c074c3,口径18.2、高11.7、圈足径13.1厘米,,,FeatureValue
fv_70d85b04,敞口平折沿，耸肩，圈足较高,,,FeatureValue
fv_9609fb2c,口径12.8、高14.2、圈足径10.4厘米,,,FeatureValue
fv_37cc85fb,卞家山 M55,,,FeatureValue
fv_8a0bca96,侈口尖唇，沿面内凹，浅腹，圜底，鱼鳍形足 | 圆唇显方，内沿面略凹，有的起脊显领，腹较浅，扁足较宽,,,FeatureValue
fv_6540abcd,口径12.9、高10.1厘米,,,FeatureValue
fv_6cd3f599,M56,,,FeatureValue
