id,name,LABEL,value
dim_2cd6f98f,基本尺寸:尺寸描述,E54_Dimension,残高18.5、把径13.5厘米
dim_bd8e202d,基本尺寸:尺寸描述,E54_Dimension,残高19厘米
dim_f3c5296e,基本尺寸:尺寸描述,E54_Dimension,口径17.2、残高26.2厘米
mat_92943707,粗泥红陶,E57_Material,
dim_a992a74d,基本尺寸:尺寸描述,E54_Dimension,口径17.7、高22.5、底径14厘米
dim_802d2de6,基本尺寸:尺寸描述,E54_Dimension,口径22.5、残高26.4厘米
dim_d3455f01,基本尺寸:尺寸描述,E54_Dimension,残高25、底径18厘米
dim_ef89aba3,基本尺寸:尺寸描述,E54_Dimension,口径6、高10、圈足径10.4厘米
dim_d8e2ed20,基本尺寸:尺寸描述,E54_Dimension,口径20、高16、底径18厘米
dim_1f4a9e1c,基本尺寸:尺寸描述,E54_Dimension,口径5.7、高5、底径3.5厘米
dim_2f0af7db,基本尺寸:尺寸描述,E54_Dimension,残高2、底径2.2厘米
dim_fad6305a,基本尺寸:尺寸描述,E54_Dimension,口径12.5、高6、圈足径8.8厘米
dim_35ab88ab,基本尺寸:尺寸描述,E54_Dimension,口径5.7、高4.5、圈足径5.2厘米
dim_0e4328b7,基本尺寸:尺寸描述,E54_Dimension,口径25.2、高22.5、底径14厘米
type_38b502f8,细密,E55_Type,
dim_1607cf64,基本尺寸:尺寸描述,E54_Dimension,口径43.6、高72.8、底径27.6厘米
type_52caddbb,装酒,E55_Type,
type_b025f5ed,堆贴,E55_Type,
dim_b65263a6,基本尺寸:尺寸描述,E54_Dimension,口径21、高35、底径17厘米
dim_e9e58f90,基本尺寸:尺寸描述,E54_Dimension,口径20.5、高7.5、圈足径11厘米
dim_d0af41ac,基本尺寸:尺寸描述,E54_Dimension,口径25、高7.3、圈足径13厘米
mat_973fd882,泥质红褐胎黑皮陶,E57_Material,
dim_02ec33c4,基本尺寸:尺寸描述,E54_Dimension,口径25.3、高7.3、圈足径14.5厘米
dim_d5b96afe,基本尺寸:尺寸描述,E54_Dimension,口径27、高7.5、圈足径18.2厘米
dim_e66ed14a,基本尺寸:尺寸描述,E54_Dimension,口径26、高6.5、圈足径18.5厘米
dim_228cfd4c,基本尺寸:尺寸描述,E54_Dimension,口径21、高4.8、圈足径15厘米
dim_36bd9766,基本尺寸:尺寸描述,E54_Dimension,口径27.5、高6.5、圈足径18.8厘米
dim_fe89b0b2,基本尺寸:尺寸描述,E54_Dimension,口径25.5、残高6厘米
dim_18dd2dfd,基本尺寸:尺寸描述,E54_Dimension,口径25~26.5、高6~7.5、圈足径19厘米
dim_965c010c,基本尺寸:尺寸描述,E54_Dimension,口径23、高4.5、圈足径19厘米
dim_12d2d994,基本尺寸:尺寸描述,E54_Dimension,口径23、高7.4、圈足径18厘米
dim_30bd26f3,基本尺寸:尺寸描述,E54_Dimension,口径35.5、高9.3、圈足径25.3厘米
dim_854ff4a9,基本尺寸:尺寸描述,E54_Dimension,口径27.7、高7、圈足径21厘米
dim_75636a8c,基本尺寸:尺寸描述,E54_Dimension,口径27、高7.5、圈足径21.5厘米
dim_39475a31,基本尺寸:尺寸描述,E54_Dimension,口径25、高7.7、圈足径17厘米
dim_fbbaf623,基本尺寸:尺寸描述,E54_Dimension,口径26.5、高6.3、圈足径20厘米
dim_f6160d08,基本尺寸:尺寸描述,E54_Dimension,口径32.3、高9、圈足径23厘米
dim_732dc8db,基本尺寸:尺寸描述,E54_Dimension,口径36.7、高10.4、圈足径30厘米
dim_5d5c197a,基本尺寸:尺寸描述,E54_Dimension,口径21.5、高3.8、圈足径16.5厘米
dim_53770da9,基本尺寸:尺寸描述,E54_Dimension,口径22、高3.5、圈足径20.5厘米
dim_42ee7b4f,基本尺寸:尺寸描述,E54_Dimension,口径21.2、高3.8、圈足径19.8厘米
dim_43048a1f,基本尺寸:尺寸描述,E54_Dimension,口径21、高3.8、圈足径20厘米
type_74f3cfe3,实用,E55_Type,
dim_967cb947,基本尺寸:尺寸描述,E54_Dimension,口径10~14.5、高4.5、耳宽5厘米
dim_f2688231,基本尺寸:尺寸描述,E54_Dimension,口径8.4~11.5、高2.5厘米
dim_c88f3dbe,基本尺寸:尺寸描述,E54_Dimension,口径14.5~22.3、高5.5厘米
dim_821e7764,基本尺寸:尺寸描述,E54_Dimension,口径37、高12.5、圈足径29.6厘米
dim_6b2be16d,基本尺寸:尺寸描述,E54_Dimension,口径31.5、高9.7、圈足径25.3厘米
dim_903d683b,基本尺寸:尺寸描述,E54_Dimension,口径34.5、高12、圈足径25.6厘米
dim_c9e2607e,基本尺寸:尺寸描述,E54_Dimension,口径21、高6.7、圈足径14.5厘米
dim_2ff1a2fc,基本尺寸:尺寸描述,E54_Dimension,口径15.3、高4.5、圈足径9厘米
dim_c786deec,基本尺寸:尺寸描述,E54_Dimension,口径21、高6、圈足径10.5厘米
dim_135183cc,基本尺寸:尺寸描述,E54_Dimension,口径36、高7、圈足径26厘米
dim_ab623ccf,基本尺寸:尺寸描述,E54_Dimension,口径27.5、高8.5、圈足径20.2厘米
dim_581e4d97,基本尺寸:尺寸描述,E54_Dimension,口径22、高9厘米
dim_dd9a2160,基本尺寸:尺寸描述,E54_Dimension,长62厘米，宽49.2厘米，高13.6厘米
dim_7f70436f,基本尺寸:尺寸描述,E54_Dimension,口径10.5、高18.7、圈足径13厘米
dim_e06d4152,基本尺寸:尺寸描述,E54_Dimension,口径7、高10.4、圈足径6.8厘米
dim_23af4cb5,基本尺寸:尺寸描述,E54_Dimension,口径5.7、高7、圈足径6厘米
dim_6024880c,基本尺寸:尺寸描述,E54_Dimension,口径9、残高11厘米
dim_51bdb4d4,基本尺寸:尺寸描述,E54_Dimension,残高9.2、圈足径7.2厘米
dim_cea0df5c,基本尺寸:尺寸描述,E54_Dimension,残高8.5厘米
dim_adbe6fff,基本尺寸:尺寸描述,E54_Dimension,残高11、圈足径8厘米
type_fe8d772c,压抹,E55_Type,
dim_cf11bf39,基本尺寸:尺寸描述,E54_Dimension,残高7.7、圈足径7厘米
dim_33ac4eec,基本尺寸:尺寸描述,E54_Dimension,残高11、圈足径8厘米
dim_5859247d,基本尺寸:尺寸描述,E54_Dimension,残高7.5、圈足径8厘米
dim_61071b53,基本尺寸:尺寸描述,E54_Dimension,口径7.8、残高12厘米
dim_6b8d03fb,基本尺寸:尺寸描述,E54_Dimension,口径8、高9、圈足径6.7厘米
dim_ce74e3dc,基本尺寸:尺寸描述,E54_Dimension,口径7、残高8.8厘米
dim_d86c0782,基本尺寸:尺寸描述,E54_Dimension,口径6、高7.8、圈足径5.5厘米
dim_8bc92ef0,基本尺寸:尺寸描述,E54_Dimension,口径6.4、高10.5、圈足径7厘米
dim_1cf29856,基本尺寸:尺寸描述,E54_Dimension,口径10、高11.5、圈足径7厘米
dim_fcc4f1c3,基本尺寸:尺寸描述,E54_Dimension,口径7、残高7.5厘米
dim_89daa978,基本尺寸:尺寸描述,E54_Dimension,口径5.5、高10、圈足径5.5厘米
dim_148dfb91,基本尺寸:尺寸描述,E54_Dimension,口径6.3、残高10厘米
dim_64165648,基本尺寸:尺寸描述,E54_Dimension,口径5.4、高7.5、圈足径4.4厘米
dim_37ff160a,基本尺寸:尺寸描述,E54_Dimension,口径4.7、高8.3、圈足径5.2厘米
dim_f471570d,基本尺寸:尺寸描述,E54_Dimension,口径7.8、高8.7、圈足径6.7厘米
type_0dfe8153,镂孔、抹划,E55_Type,
dim_7afc7e5b,基本尺寸:尺寸描述,E54_Dimension,口径5.7、高9.8、圈足径5.4厘米
type_2576c294,旋纹,E55_Type,
dim_d8259fdc,基本尺寸:尺寸描述,E54_Dimension,口径7、高7.5、圈足径6.2厘米
dim_f1e55bd4,基本尺寸:尺寸描述,E54_Dimension,口径7.2、残高7.5厘米
dim_e89135ce,基本尺寸:尺寸描述,E54_Dimension,口径11.7、高7.5、圈足径9.3厘米
dim_007e65f0,基本尺寸:尺寸描述,E54_Dimension,残口径7.8、残高4.7厘米
dim_b2618a77,基本尺寸:尺寸描述,E54_Dimension,口径8、高6.4、圈足径7厘米
dim_d2f9f432,基本尺寸:尺寸描述,E54_Dimension,口径9、高5、圈足径6厘米
dim_ebd71794,基本尺寸:尺寸描述,E54_Dimension,口径6.2、高4.5厘米
dim_b4208d4e,基本尺寸:尺寸描述,E54_Dimension,口径11.5、高7.9厘米
dim_6f0664ec,基本尺寸:尺寸描述,E54_Dimension,口径8.1、高9.5厘米
dim_4cf91b6f,基本尺寸:尺寸描述,E54_Dimension,通高13、圈足径6.6厘米
dim_270bd2fd,基本尺寸:尺寸描述,E54_Dimension,残高11、把宽5、圈足径6.5厘米
type_3b345563,盗,E55_Type,
dim_8141ff45,基本尺寸:尺寸描述,E54_Dimension,口径13.5、高14、底径9厘米
dim_73c9b87b,基本尺寸:尺寸描述,E54_Dimension,高16、腹径17.5、把宽7厘米
dim_b5912830,基本尺寸:尺寸描述,E54_Dimension,高15、腹径20、把宽7厘米
dim_378b6c28,基本尺寸:尺寸描述,E54_Dimension,残高 19 厘米
dim_ca38bc7b,基本尺寸:尺寸描述,E54_Dimension,高 19.5 厘米
type_5f71203f,堆塑,E55_Type,
dim_17a12bac,基本尺寸:尺寸描述,E54_Dimension,口径 15、高 10.6、圈足径 13.6 厘米
dim_190d9bd1,基本尺寸:尺寸描述,E54_Dimension,口径 15.5、高 13.3、圈足径 12 厘米
mat_ae59b14a,泥质灰褐胎黑皮陶,E57_Material,
dim_7e8dd7c2,基本尺寸:尺寸描述,E54_Dimension,口径13.5、残高11厘米
dim_6ee586be,基本尺寸:尺寸描述,E54_Dimension,口径19.4、高5.3、圈足径14.6厘米
dim_a4220574,基本尺寸:尺寸描述,E54_Dimension,口径23、残高14厘米
dim_7b8e5db5,基本尺寸:尺寸描述,E54_Dimension,口径21、高13.2、圈足径16.4厘米
dim_14289b2c,基本尺寸:尺寸描述,E54_Dimension,残高 14、圈足径 15.7 厘米
dim_70cf6eca,基本尺寸:尺寸描述,E54_Dimension,口径12.5、高7.4、圈足径9.5厘米
dim_a46261b6,基本尺寸:尺寸描述,E54_Dimension,残高8.5、圈足径12.5厘米
dim_685e0ddb,基本尺寸:尺寸描述,E54_Dimension,口径22、高16.7、圈足径12.5厘米
dim_57aa8730,基本尺寸:尺寸描述,E54_Dimension,口径7.7、高4、圈足径5.3厘米
dim_5d846ba4,基本尺寸:尺寸描述,E54_Dimension,口径18、高15.3、圈足径13.3厘米
dim_60a6b246,基本尺寸:尺寸描述,E54_Dimension,残高12.5、圈足径10厘米
dim_d79a953b,基本尺寸:尺寸描述,E54_Dimension,口径26.8、残高14厘米
dim_5ef57d30,基本尺寸:尺寸描述,E54_Dimension,残高19厘米
dim_de130d6e,基本尺寸:尺寸描述,E54_Dimension,内口径31.5、外口径42、残高13厘米
dim_c0ec65ce,基本尺寸:尺寸描述,E54_Dimension,内口径44、外口径59、残高13厘米
dim_8873eaeb,基本尺寸:尺寸描述,E54_Dimension,内口径37.5、外口径45、残高39.5厘米
mat_414ae038,夹细砂灰胎黑皮陶,E57_Material,
dim_2c5961a0,基本尺寸:尺寸描述,E54_Dimension,口径32.5、高28.5厘米
dim_4253989c,基本尺寸:尺寸描述,E54_Dimension,长23.5、宽21、高6厘米
dim_712e9816,基本尺寸:尺寸描述,E54_Dimension,长24、宽18、高5.5厘米
dim_55b90e28,基本尺寸:尺寸描述,E54_Dimension,残高 18、腹径 19.8 厘米
dim_b92583ee,基本尺寸:尺寸描述,E54_Dimension,口径11.6、残高13.6厘米
dim_5fb49a9b,基本尺寸:尺寸描述,E54_Dimension,直径5、残长9厘米
type_19e41de9,贝壳印,E55_Type,
dim_9b4343c5,基本尺寸:尺寸描述,E54_Dimension,残高5、支面长7、支面宽4.7厘米
dim_106efec3,基本尺寸:尺寸描述,E54_Dimension,长5.7、宽4、厚3厘米
mat_92cda02c,夹砂黑皮灰陶,E57_Material,
dim_4cf3d8ee,基本尺寸:尺寸描述,E54_Dimension,直径4.8、厚1.9、孔径0.6厘米
dim_08bea9b3,基本尺寸:尺寸描述,E54_Dimension,直径4.5、厚1.4、孔径0.45厘米
dim_ddda1c9c,基本尺寸:尺寸描述,E54_Dimension,直径3.8、厚1、孔径0.4厘米
mat_a0cf1e6b,泥质黑皮灰陶,E57_Material,
dim_920b9be7,基本尺寸:尺寸描述,E54_Dimension,直径4.3、厚1.1、孔径0.4厘米
dim_7e187ff5,基本尺寸:尺寸描述,E54_Dimension,直径3.4、残厚1.1、孔径0.3厘米
dim_0219f77e,基本尺寸:尺寸描述,E54_Dimension,上径2、下径3.6、孔径1.3、厚1厘米
dim_23d9e03e,基本尺寸:尺寸描述,E54_Dimension,直径5、厚1、孔径0.5厘米
dim_46f2bacb,基本尺寸:尺寸描述,E54_Dimension,口径22、高8.2厘米
dim_e592d21c,基本尺寸:尺寸描述,E54_Dimension,口径22、高8.2厘米
dim_0bbe80a5,基本尺寸:尺寸描述,E54_Dimension,口径16.6、高5厘米
type_206a1b44,抹划成凹旋纹,E55_Type,
dim_cfed76d5,基本尺寸:尺寸描述,E54_Dimension,口径20.6、高6.4厘米
dim_a62e0f8f,基本尺寸:尺寸描述,E54_Dimension,口径17.2、高5.2厘米
dim_0189c7dd,基本尺寸:尺寸描述,E54_Dimension,口径 20.4、高 8 厘米
dim_3bbdeabc,基本尺寸:尺寸描述,E54_Dimension,口径25.7、高5.4厘米
dim_868cb221,基本尺寸:尺寸描述,E54_Dimension,口径18.8、高3.2厘米
dim_40bc23fd,基本尺寸:尺寸描述,E54_Dimension,口径12.2、高3厘米
dim_dae310cf,基本尺寸:尺寸描述,E54_Dimension,口径16.8、高5厘米
dim_420deec3,基本尺寸:尺寸描述,E54_Dimension,口径18、高5厘米
dim_880f986d,基本尺寸:尺寸描述,E54_Dimension,口径 17、高 5.4 厘米
dim_480131be,基本尺寸:尺寸描述,E54_Dimension,口径 13.6、高 4 厘米
dim_668602b5,基本尺寸:尺寸描述,E54_Dimension,口径 12.6、高 5 厘米
dim_89df47c4,基本尺寸:尺寸描述,E54_Dimension,口径20.8、高5.4厘米
mat_dbe9437f,夹砂夹蚌红褐胎黑皮陶,E57_Material,
dim_b97374d7,基本尺寸:尺寸描述,E54_Dimension,口径24.4、高9.6厘米
mat_6e36be54,夹砂夹蚌红褐陶,E57_Material,
dim_411e5260,基本尺寸:尺寸描述,E54_Dimension,口径34、高11厘米
dim_f1bd1ecf,基本尺寸:尺寸描述,E54_Dimension,口径 12.8、高 6.5 厘米
dim_e9fd5bac,基本尺寸:尺寸描述,E54_Dimension,口径7、高4厘米
dim_864a6b32,基本尺寸:尺寸描述,E54_Dimension,口径 6、高 2.2 厘米
dim_6c69fe28,基本尺寸:尺寸描述,E54_Dimension,口径6.2、高2.5厘米
dim_0e77077b,基本尺寸:尺寸描述,E54_Dimension,口径4.6、高1.6厘米
mat_25956ad2,泥质白灰陶,E57_Material,
dim_66541373,基本尺寸:尺寸描述,E54_Dimension,口沿3.8、残高1.5厘米
dim_eb4f26d7,基本尺寸:尺寸描述,E54_Dimension,口径7.5、高2.2厘米
dim_2717d0b6,基本尺寸:尺寸描述,E54_Dimension,口径7.3、高2.8厘米
type_13e6ba61,实心宽沿子母口,E55_Type,
dim_3f967543,基本尺寸:尺寸描述,E54_Dimension,口径7.3、高2.8厘米
type_4e189bee,圆柱形纽,E55_Type,
dim_a6ebaa37,基本尺寸:尺寸描述,E54_Dimension,口径6.6、高4厘米
dim_67a2d58a,基本尺寸:尺寸描述,E54_Dimension,口径6.8、高2.8厘米
dim_7db722e9,基本尺寸:尺寸描述,E54_Dimension,口径5.7、高2.2厘米
type_58625f30,子母口,E55_Type,
dim_f69cd212,基本尺寸:尺寸描述,E54_Dimension,口径7.6、残高3厘米
type_6211ebc0,宽把杯盖,E55_Type,
dim_70594238,基本尺寸:尺寸描述,E54_Dimension,直径9.6~残11、高2厘米
dim_0fd733c2,基本尺寸:尺寸描述,E54_Dimension,直径7~7.8、高1.5厘米
dim_c4587a5b,基本尺寸:尺寸描述,E54_Dimension,直径7~7.8、高1.2厘米
dim_a6499f94,基本尺寸:尺寸描述,E54_Dimension,直径4.6~5、高1厘米
dim_a1a50f87,基本尺寸:尺寸描述,E54_Dimension,高1.3厘米
dim_c1aa62a7,基本尺寸:尺寸描述,E54_Dimension,直径5.4~6.3、高1.3厘米
dim_f3117ef5,基本尺寸:尺寸描述,E54_Dimension,直径9、通高5厘米
dim_1733e4b8,基本尺寸:尺寸描述,E54_Dimension,口径11、高5.5厘米
dim_6bb8b92b,基本尺寸:尺寸描述,E54_Dimension,口径7.3、高2.2厘米
dim_9bfa3f7d,基本尺寸:尺寸描述,E54_Dimension,口径11.5、高5厘米
type_ed15e3da,豆盘残片,E55_Type,
dim_1b7f0e65,基本尺寸:尺寸描述,E54_Dimension,"推测直径约45厘米左右, 残高4厘米"
dim_ceb32870,基本尺寸:尺寸描述,E54_Dimension,残径23、残高7.8厘米
dim_5f7ef489,基本尺寸:尺寸描述,E54_Dimension,口径8～12.7、底径7～11.3、高18.2厘米
type_cca55fb1,压印,E55_Type,
type_12c694cf,钵似盖,E55_Type,
type_4940c8e2,打磨,E55_Type,
type_fd799dea,贯耳壶,E55_Type,
type_04504cae,大口折沿罐,E55_Type,
type_ed2c610d,扁腹壶,E55_Type,
type_b2d7475d,直敞口杯,E55_Type,
dim_e7aa463f,基本尺寸:尺寸描述,E54_Dimension,高13厘米
type_d6468765,浸泡某种水果、蔬菜,E55_Type,
type_6c0ad187,陶簋,E55_Type,
type_d1d3ca8e,鹰脸形器盖,E55_Type,
dim_87b7e142,基本尺寸:尺寸描述,E54_Dimension,通高11厘米，口径约6.6厘米，圈足径5.7厘米
dim_05463102,基本尺寸:尺寸描述,E54_Dimension,口径17.2厘米，高22.8厘米
type_f3a2b99d,手制,E55_Type,
type_ed73936f,慢轮修整,E55_Type,
type_307fee27,釜口沿,E55_Type,
type_9cf6a509,鼎口沿,E55_Type,
type_ff64f3e3,腰沿,E55_Type,
type_58fa97bd,纯口沿,E55_Type,
type_3e8a95c7,双耳罐口沿,E55_Type,
dim_cd33b81a,基本尺寸:尺寸描述,E54_Dimension,口径22.4厘米，残高18厘米
mat_ebfd611d,夹砂灰黑陶,E57_Material,
type_cb3fd0e4,异形馨,E55_Type,
dim_e2c36a79,基本尺寸:尺寸描述,E54_Dimension,口径6.8厘米，高15.8厘米
type_a638e152,塞形器,E55_Type,
mat_5511b3f9,粗砂灰陶,E57_Material,
mat_a377596a,粗砂红陶,E57_Material,
dim_2c2b207a,基本尺寸:尺寸描述,E54_Dimension,口径8.8厘米，底径5.5厘米，高5.6厘米
dim_80c1546a,基本尺寸:尺寸描述,E54_Dimension,直径6厘米，厚1.6厘米
dim_dc050c93,基本尺寸:尺寸描述,E54_Dimension,厚2厘米
dim_29e578cf,基本尺寸:尺寸描述,E54_Dimension,厚2.8厘米
type_db361962,陶镯形器,E55_Type,
dim_d4e90301,基本尺寸:尺寸描述,E54_Dimension,直径5.4厘米，孔径2~2.4厘米，高3~3.2厘米
type_5c2da1d8,陶猪形饰,E55_Type,
type_81b70668,铁,E55_Type,
type_5a135a62,歪嘴,E55_Type,
type_829186fa,陶拍,E55_Type,
type_84004ba9,陶饰品,E55_Type,
type_fd54e45d,玩具或饰品,E55_Type,
type_1485f2a6,简单加工,E55_Type,
dim_a3f3489a,基本尺寸:尺寸描述,E54_Dimension,口径11.6厘米，高11.6厘米
type_37b28cdb,慢轮修整或轮制,E55_Type,
type_04171a00,盔形器,E55_Type,
dim_e1bbe6e8,基本尺寸:尺寸描述,E54_Dimension,口径24.8厘米，底径13厘米，高14厘米
type_04906595,凹弧凿形足鼎,E55_Type,
type_c96d4a4c,凸棱带镂孔高把敛口豆,E55_Type,
type_caa37cc3,假圈足盆,E55_Type,
dim_d1ead532,基本尺寸:尺寸描述,E54_Dimension,口径约18厘米
type_834f9866,折腹罐,E55_Type,
type_526ba443,篮,E55_Type,
type_69c49174,质地粗,E55_Type,
dim_5b9af520,基本尺寸:尺寸描述,E54_Dimension,口径22.4厘米，残高17.8厘米
type_02a668ee,堆纹,E55_Type,
dim_1394df8f,基本尺寸:尺寸描述,E54_Dimension,口径13.6厘米，高约15.2厘米
dim_2bd4c04f,基本尺寸:尺寸描述,E54_Dimension,口径24厘米
dim_eecd5e79,基本尺寸:尺寸描述,E54_Dimension,口径34厘米
dim_e067c9ad,基本尺寸:尺寸描述,E54_Dimension,口径24厘米
dim_2212d0e1,基本尺寸:尺寸描述,E54_Dimension,口径34厘米
mat_640abb9f,夹砂粗红陶,E57_Material,
dim_1b2701d9,基本尺寸:尺寸描述,E54_Dimension,口径39.2厘米
dim_5418cf1d,基本尺寸:尺寸描述,E54_Dimension,口径18厘米
dim_cd2a4ce1,基本尺寸:尺寸描述,E54_Dimension,口径10厘米，高11.8厘米
dim_a493f46d,基本尺寸:尺寸描述,E54_Dimension,口径25.6厘米
type_c0c07381,B型豆,E55_Type,
type_e9bb5f3c,豆盘片,E55_Type,
type_59df6525,A形豆把,E55_Type,
type_3ac3ab91,刻纹豆把,E55_Type,
mat_012b2aee,泥质黑陶,E57_Material,
dim_7eaa3141,基本尺寸:尺寸描述,E54_Dimension,口径25.2厘米，底径10.4厘米，高7.8厘米
dim_068c12f0,基本尺寸:尺寸描述,E54_Dimension,口径19.2厘米，底径7.6厘米，高6.2厘米
dim_4ab3b73b,基本尺寸:尺寸描述,E54_Dimension,口径26.8厘米，底径12.4厘米，高7.8厘米
dim_5735653c,基本尺寸:尺寸描述,E54_Dimension,口径15.2厘米，底径8厘米，高6.6厘米
dim_aba87f8d,基本尺寸:尺寸描述,E54_Dimension,口径10厘米
dim_b666e9aa,基本尺寸:尺寸描述,E54_Dimension,口径10.8厘米，底径6厘米，高5.4厘米
dim_0cf1bc52,基本尺寸:尺寸描述,E54_Dimension,口径5.8厘米，底径6.4厘米，高10.6厘米
dim_f85a3456,基本尺寸:尺寸描述,E54_Dimension,口径4.8厘米，底径4.8厘米，高10厘米
type_ae4c9d98,研磨器,E55_Type,
dim_de012327,基本尺寸:尺寸描述,E54_Dimension,口径34.4厘米，底径16厘米，高25.2厘米
type_0c88bfc8,瓶,E55_Type,
dim_85813ef0,基本尺寸:尺寸描述,E54_Dimension,底径9.6厘米
type_d901ece3,澄滤器,E55_Type,
dim_94c08c33,基本尺寸:尺寸描述,E54_Dimension,盖径29.6厘米，高16.8厘米
type_dc35b083,陶球,E55_Type,
dim_285c96a1,基本尺寸:尺寸描述,E54_Dimension,直径3.6厘米
type_80c4c0d3,环,E55_Type,
type_b729c4f4,猪形饰,E55_Type,
type_dbc3317d,装饰品,E55_Type,
dim_d9e8a4ed,基本尺寸:尺寸描述,E54_Dimension,通高13.3厘米，口径14.9厘米
mat_ecb3554c,泥质黄胎黑衣陶,E57_Material,
dim_cadcd8ad,基本尺寸:尺寸描述,E54_Dimension,口径18.4厘米，底径12.8厘米，高9.8厘米
dim_defec876,基本尺寸:尺寸描述,E54_Dimension,通高10.7厘米，口径12.8厘米，底径10.3厘米
dim_9f207fb6,基本尺寸:尺寸描述,E54_Dimension,口径16厘米，底径12.8厘米，高10厘米
type_21ce2f75,截印,E55_Type,
dim_11b8e40b,基本尺寸:尺寸描述,E54_Dimension,口径8厘米，高16.8厘米
dim_b48d7c39,基本尺寸:尺寸描述,E54_Dimension,口径12.8厘米，高16厘米
type_1386b62f,锥刺,E55_Type,
dim_77958c75,基本尺寸:尺寸描述,E54_Dimension,口径9.8厘米，底径8.8厘米，高14.2厘米
dim_096b5052,基本尺寸:尺寸描述,E54_Dimension,口径12.8厘米，底径9.8厘米，通高14.8厘米
type_a3c948c8,三鼻篮,E55_Type,
dim_03d9214e,基本尺寸:尺寸描述,E54_Dimension,通高5.3厘米，口沿外径10厘米，内径7.6厘米，圈足径6.9厘米
dim_aae4aa12,基本尺寸:尺寸描述,E54_Dimension,口径12厘米，底径6.2厘米，高8厘米
type_d95ddc31,鼎甑,E55_Type,
dim_867a90eb,基本尺寸:尺寸描述,E54_Dimension,口径10.4
dim_c26a41ab,基本尺寸:尺寸描述,E54_Dimension,口径7.8厘米，底径4厘米，高6厘米
dim_04c57122,基本尺寸:尺寸描述,E54_Dimension,通高约11.5厘米，底径约12厘米，最大腹径约15厘米
dim_ba8b7f17,基本尺寸:尺寸描述,E54_Dimension,通高11.9~12.4厘米，口径21.1厘米，底径16.1厘米
dim_bd2e0d34,基本尺寸:尺寸描述,E54_Dimension,通高13厘米，口径16.4厘米
type_7f3272b4,抹制,E55_Type,
type_4fe32219,葫芦腹罐,E55_Type,
dim_e9b9ae42,基本尺寸:尺寸描述,E54_Dimension,通高11.5厘米，口径约11.5厘米，底径约12.7厘米
dim_58ea0b48,基本尺寸:尺寸描述,E54_Dimension,通高约13.2厘米，口径10厘米，底径10.7厘米
type_d8c7fb00,盛器,E55_Type,
dim_cbdd0d59,基本尺寸:尺寸描述,E54_Dimension,口径19.8厘米，底径14厘米，高9.6厘米
type_ba77a662,浅刻,E55_Type,
type_70b2e039,挂饰,E55_Type,
dim_56f7b557,基本尺寸:尺寸描述,E54_Dimension,通高10.5厘米，口径16.5厘米，底径11.9厘米
dim_56c1799b,基本尺寸:尺寸描述,E54_Dimension,口径21厘米，底径7.7厘米，高5.7厘米
dim_a76bd80b,基本尺寸:尺寸描述,E54_Dimension,口径11.8厘米，底径7.6厘米，通高9.8厘米
type_4df83c1c,管珠,E55_Type,
dim_a7b85284,基本尺寸:尺寸描述,E54_Dimension,残高约15厘米，口径14.4厘米
type_4d60b320,表皮浆抹,E55_Type,
dim_f9bf0db2,基本尺寸:尺寸描述,E54_Dimension,直径5厘米，孔径0.4厘米，厚1.3厘米
dim_0a771f5d,基本尺寸:尺寸描述,E54_Dimension,口径15.8厘米，底径10.6厘米，高8.8厘米
dim_f038fab4,基本尺寸:尺寸描述,E54_Dimension,口径11.8厘米，底径4.2厘米，高9.2厘米
dim_05f9921f,基本尺寸:尺寸描述,E54_Dimension,通高12.2厘米，口径12.9厘米，底径14.4厘米
dim_92de1733,基本尺寸:尺寸描述,E54_Dimension,通高10~10.2厘米，口径17.2厘米，底径11.9厘米
dim_dab403ec,基本尺寸:尺寸描述,E54_Dimension,通高5.7厘米，口径21.2厘米，底径12.2厘米
dim_cc948a83,基本尺寸:尺寸描述,E54_Dimension,直径3.9厘米，孔径0.4厘米，厚1.2厘米
dim_8aca022d,基本尺寸:尺寸描述,E54_Dimension,通高8.3厘米，口径5.2厘米，圈足径5.2厘米
dim_4622fe00,基本尺寸:尺寸描述,E54_Dimension,口径5.4厘米，底径5厘米，高10.5厘米
dim_f4376375,基本尺寸:尺寸描述,E54_Dimension,圈足径8.4厘米
dim_22c8dfda,基本尺寸:尺寸描述,E54_Dimension,直径约4.3厘米，厚1.2厘米，孔径0.2厘米
dim_853f496d,基本尺寸:尺寸描述,E54_Dimension,口径18厘米，底径13厘米，高8.7厘米
dim_2ed3341a,基本尺寸:尺寸描述,E54_Dimension,口径6.8厘米，底径5.5厘米，高10.4厘米
dim_d0e148dd,基本尺寸:尺寸描述,E54_Dimension,通高9.4厘米，口径6.4厘米，圈足径6.1厘米
dim_7b44c899,基本尺寸:尺寸描述,E54_Dimension,口径17.6厘米，底径14厘米，高7.8厘米
dim_fc6e7be6,基本尺寸:尺寸描述,E54_Dimension,通高8.4厘米，口径5.4厘米，圈足径4.9厘米
dim_cdb74ef4,基本尺寸:尺寸描述,E54_Dimension,口径8.8厘米，底径6.6厘米，高8.6厘米
dim_1949c4b5,基本尺寸:尺寸描述,E54_Dimension,通高约8厘米，口径约14厘米，圈足径约9厘米
dim_bcb985b4,基本尺寸:尺寸描述,E54_Dimension,口径9.8厘米，底径10厘米，高16.2厘米
