ID,task_id,site_id,period_id,structure_id,文物编号,器型,subtype_level1,subtype_level2,subtype_level3,basic_shape,原始出土地点,出土区域,出土单位,出土层位,出土墓葬,陶土类型,纯洁度,细腻度,掺杂物,颜色,硬度,烧成温度,器型特征,器物组合,尺寸描述,量度信息,高度(cm),口径(cm),厚度(cm),功能,成型工艺,修整技术,surface_treatment,装饰手法,纹饰类型,制作活动,制作者,制作年代,制作地点,excavation_activity,保存状况,完整程度,有图片,main_image_id,source_text_blocks,raw_attributes,cidoc_attributes,extraction_confidence,created_at,updated_at
239,task_20251202_024347_3839,2,,,M1:64,,,,,,,文家山,M18,,M1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,[8],"{""artifact_code"": ""M1:64"", ""subtype"": null, ""clay_type"": null, ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": null, ""color"": null, ""hardness"": null, ""firing_temperature"": null, ""shape_features"": null, ""vessel_combination"": null, ""dimensions"": null, ""height"": null, ""diameter"": null, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": null, ""decoration_type"": null, ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": null, ""ex_region"": ""文家山"", ""ex_unit"": ""M18"", ""ex_layer"": null, ""location_unit"": null, ""image_references"": [""c9f4348bf6028d8.jpg""]}",{},0.8,2025-12-01 19:39:29,2025-12-01 22:12:28
240,task_20251202_024347_3839,2,,,M1:65,,,,,,,文家山,M18,,M1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,[8],"{""artifact_code"": ""M1:65"", ""subtype"": null, ""clay_type"": null, ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": null, ""color"": null, ""hardness"": null, ""firing_temperature"": null, ""shape_features"": null, ""vessel_combination"": null, ""dimensions"": null, ""height"": null, ""diameter"": null, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": null, ""decoration_type"": null, ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": null, ""ex_region"": ""文家山"", ""ex_unit"": ""M18"", ""ex_layer"": null, ""location_unit"": null, ""image_references"": [""e2cbdac6723fb45edf03a57bf48958015ce5fe58d3f111ba3eac2e89799696e5.jpg""]}",{},0.8,2025-12-01 19:39:29,2025-12-01 22:12:28
241,task_20251202_024347_3839,2,,,M1:66,,,,,,,文家山,M18,,M1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,[8],"{""artifact_code"": ""M1:66"", ""subtype"": null, ""clay_type"": null, ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": null, ""color"": null, ""hardness"": null, ""firing_temperature"": null, ""shape_features"": null, ""vessel_combination"": null, ""dimensions"": null, ""height"": null, ""diameter"": null, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": null, ""decoration_type"": null, ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": null, ""ex_region"": ""文家山"", ""ex_unit"": ""M18"", ""ex_layer"": null, ""location_unit"": null, ""image_references"": [""68391f92ec8f418fde34c06bb20e2ce56fef736dda1d82f1971381ea16f7d08c.jpg""]}",{},0.8,2025-12-01 19:39:29,2025-12-01 22:12:29
242,task_20251202_024347_3839,2,,,M1:67,,,,,,,文家山,M18,,M1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,[8],"{""artifact_code"": ""M1:67"", ""subtype"": null, ""clay_type"": null, ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": null, ""color"": null, ""hardness"": null, ""firing_temperature"": null, ""shape_features"": null, ""vessel_combination"": null, ""dimensions"": null, ""height"": null, ""diameter"": null, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": null, ""decoration_type"": null, ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": null, ""ex_region"": ""文家山"", ""ex_unit"": ""M18"", ""ex_layer"": null, ""location_unit"": null, ""image_references"": [""7d1051dec9c259193ac43c84063c2c010f79666eefdf62ce57ba1eb42210eaa7.jpg""]}",{},0.8,2025-12-01 19:39:29,2025-12-01 22:12:29
243,task_20251202_024347_3839,2,,,M1:68,,,,,,,文家山,M18,,M1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,[8],"{""artifact_code"": ""M1:68"", ""subtype"": null, ""clay_type"": null, ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": null, ""color"": null, ""hardness"": null, ""firing_temperature"": null, ""shape_features"": null, ""vessel_combination"": null, ""dimensions"": null, ""height"": null, ""diameter"": null, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": null, ""decoration_type"": null, ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": null, ""ex_region"": ""文家山"", ""ex_unit"": ""M18"", ""ex_layer"": null, ""location_unit"": null, ""image_references"": [""7aa97addfb10fc4697a6bde011ad4e6ee69f185c435bc2ac1bf838b228a70fdd.jpg""]}",{},0.8,2025-12-01 19:39:29,2025-12-01 22:12:29
244,task_20251202_024347_3839,2,,,M1:69,,,,,,,文家山,M18,,M1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,[8],"{""artifact_code"": ""M1:69"", ""subtype"": null, ""clay_type"": null, ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": null, ""color"": null, ""hardness"": null, ""firing_temperature"": null, ""shape_features"": null, ""vessel_combination"": null, ""dimensions"": null, ""height"": null, ""diameter"": null, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": null, ""decoration_type"": null, ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": null, ""ex_region"": ""文家山"", ""ex_unit"": ""M18"", ""ex_layer"": null, ""location_unit"": null, ""image_references"": [""c62434685a68922c70f627dde923b660c4ea219f25c662380b6e310e38c6b63c.jpg""]}",{},0.8,2025-12-01 19:39:29,2025-12-01 22:12:29
245,task_20251202_024347_3839,2,,,M1:70,,,,,,,文家山,M18,,M1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,[8],"{""artifact_code"": ""M1:70"", ""subtype"": null, ""clay_type"": null, ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": null, ""color"": null, ""hardness"": null, ""firing_temperature"": null, ""shape_features"": null, ""vessel_combination"": null, ""dimensions"": null, ""height"": null, ""diameter"": null, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": null, ""decoration_type"": null, ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": null, ""ex_region"": ""文家山"", ""ex_unit"": ""M18"", ""ex_layer"": null, ""location_unit"": null, ""image_references"": [""c871406a58f855da8e7d33c14066e7ac2d6b40630069ccca25acd379f9788e0e.jpg""]}",{},0.8,2025-12-01 19:39:29,2025-12-01 22:12:29
246,task_20251202_024347_3839,2,,,M1:71,,,,,,,文家山,M18,,M1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,[8],"{""artifact_code"": ""M1:71"", ""subtype"": null, ""clay_type"": null, ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": null, ""color"": null, ""hardness"": null, ""firing_temperature"": null, ""shape_features"": null, ""vessel_combination"": null, ""dimensions"": null, ""height"": null, ""diameter"": null, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": null, ""decoration_type"": null, ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": null, ""ex_region"": ""文家山"", ""ex_unit"": ""M18"", ""ex_layer"": null, ""location_unit"": null, ""image_references"": [""1107dafab0d32056ef441371ff3fcccd6392a0581eafc4ea2a99e11815426ba3.jpg""]}",{},0.8,2025-12-01 19:39:29,2025-12-01 22:12:29
247,task_20251202_024347_3839,2,,,M1:72,,,,,,,文家山,M18,,M1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,[8],"{""artifact_code"": ""M1:72"", ""subtype"": null, ""clay_type"": null, ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": null, ""color"": null, ""hardness"": null, ""firing_temperature"": null, ""shape_features"": null, ""vessel_combination"": null, ""dimensions"": null, ""height"": null, ""diameter"": null, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": null, ""decoration_type"": null, ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": null, ""ex_region"": ""文家山"", ""ex_unit"": ""M18"", ""ex_layer"": null, ""location_unit"": null, ""image_references"": [""c9dce2a73faf69948619f2acbce3c5b97eab5f21840d1e85b773a524616c8d0e.jpg""]}",{},0.8,2025-12-01 19:39:29,2025-12-01 22:12:29
248,task_20251202_024347_3839,2,,,M1:73,,,,,,,文家山,M18,,M1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,[8],"{""artifact_code"": ""M1:73"", ""subtype"": null, ""clay_type"": null, ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": null, ""color"": null, ""hardness"": null, ""firing_temperature"": null, ""shape_features"": null, ""vessel_combination"": null, ""dimensions"": null, ""height"": null, ""diameter"": null, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": null, ""decoration_type"": null, ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": null, ""ex_region"": ""文家山"", ""ex_unit"": ""M18"", ""ex_layer"": null, ""location_unit"": null, ""image_references"": [""986988bd3ea4f5394379b97071cb05b4d976edf008d1f04bc8d1b16176d8e87d.jpg""]}",{},0.8,2025-12-01 19:39:29,2025-12-01 22:12:29
249,task_20251202_024347_3839,2,,,M1:74,,,,,,,文家山,M18,,M1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,[8],"{""artifact_code"": ""M1:74"", ""subtype"": null, ""clay_type"": null, ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": null, ""color"": null, ""hardness"": null, ""firing_temperature"": null, ""shape_features"": null, ""vessel_combination"": null, ""dimensions"": null, ""height"": null, ""diameter"": null, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": null, ""decoration_type"": null, ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": null, ""ex_region"": ""文家山"", ""ex_unit"": ""M18"", ""ex_layer"": null, ""location_unit"": null, ""image_references"": [""effe7f349cf01d82a0ffc62dc12c3c6ed358850a7e6897907ba61441707694e3.jpg""]}",{},0.8,2025-12-01 19:39:29,2025-12-01 22:12:29
250,task_20251202_024347_3839,2,,,M1:75,,,,,,,文家山,M18,,M1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,[8],"{""artifact_code"": ""M1:75"", ""subtype"": null, ""clay_type"": null, ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": null, ""color"": null, ""hardness"": null, ""firing_temperature"": null, ""shape_features"": null, ""vessel_combination"": null, ""dimensions"": null, ""height"": null, ""diameter"": null, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": null, ""decoration_type"": null, ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": null, ""ex_region"": ""文家山"", ""ex_unit"": ""M18"", ""ex_layer"": null, ""location_unit"": null, ""image_references"": [""c2916143661596ecfa2d57ce95e8b203f2820016d1d8265e99679e95175ff237.jpg""]}",{},0.8,2025-12-01 19:39:29,2025-12-01 22:12:29
251,task_20251202_024347_3839,2,,,M1:77,,,,,,,文家山,M18,,M1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,[8],"{""artifact_code"": ""M1:77"", ""subtype"": null, ""clay_type"": null, ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": null, ""color"": null, ""hardness"": null, ""firing_temperature"": null, ""shape_features"": null, ""vessel_combination"": null, ""dimensions"": null, ""height"": null, ""diameter"": null, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": null, ""decoration_type"": null, ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": null, ""ex_region"": ""文家山"", ""ex_unit"": ""M18"", ""ex_layer"": null, ""location_unit"": null, ""image_references"": [""f837bb4e8e97926293af243546e7a63024226c16a3efec58edba6b3366993b8f.jpg""]}",{},0.8,2025-12-01 19:39:29,2025-12-01 22:12:29
252,task_20251202_024347_3839,2,,,M1:78,,,,,,,文家山,M18,,M1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,[8],"{""artifact_code"": ""M1:78"", ""subtype"": null, ""clay_type"": null, ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": null, ""color"": null, ""hardness"": null, ""firing_temperature"": null, ""shape_features"": null, ""vessel_combination"": null, ""dimensions"": null, ""height"": null, ""diameter"": null, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": null, ""decoration_type"": null, ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": null, ""ex_region"": ""文家山"", ""ex_unit"": ""M18"", ""ex_layer"": null, ""location_unit"": null, ""image_references"": [""360e9e1f44481601428a6fdd7935a3f3bbca86ba3f410e44ea8d4712d1616668.jpg""]}",{},0.8,2025-12-01 19:39:29,2025-12-01 22:12:29
253,task_20251202_024347_3839,2,,,M1:79,,,,,,,文家山,M18,,M1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,[8],"{""artifact_code"": ""M1:79"", ""subtype"": null, ""clay_type"": null, ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": null, ""color"": null, ""hardness"": null, ""firing_temperature"": null, ""shape_features"": null, ""vessel_combination"": null, ""dimensions"": null, ""height"": null, ""diameter"": null, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": null, ""decoration_type"": null, ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": null, ""ex_region"": ""文家山"", ""ex_unit"": ""M18"", ""ex_layer"": null, ""location_unit"": null, ""image_references"": [""e4ef9d7796cb7bbab84d111a32afd46054debd844b997b4059a1d1d6a0fd3051.jpg""]}",{},0.8,2025-12-01 19:39:29,2025-12-01 22:12:29
254,task_20251202_024347_3839,2,,,M1:80,,,,,,,文家山,M18,,M1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,[8],"{""artifact_code"": ""M1:80"", ""subtype"": null, ""clay_type"": null, ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": null, ""color"": null, ""hardness"": null, ""firing_temperature"": null, ""shape_features"": null, ""vessel_combination"": null, ""dimensions"": null, ""height"": null, ""diameter"": null, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": null, ""decoration_type"": null, ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": null, ""ex_region"": ""文家山"", ""ex_unit"": ""M18"", ""ex_layer"": null, ""location_unit"": null, ""image_references"": [""c703f090b298b249e44a400d1cbfe644aa7f3d441a7d085236a6748915aea07c.jpg""]}",{},0.8,2025-12-01 19:39:29,2025-12-01 22:12:29
255,task_20251202_024347_3839,2,,,M1:81,,,,,,,文家山,M18,,M1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,[8],"{""artifact_code"": ""M1:81"", ""subtype"": null, ""clay_type"": null, ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": null, ""color"": null, ""hardness"": null, ""firing_temperature"": null, ""shape_features"": null, ""vessel_combination"": null, ""dimensions"": null, ""height"": null, ""diameter"": null, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": null, ""decoration_type"": null, ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": null, ""ex_region"": ""文家山"", ""ex_unit"": ""M18"", ""ex_layer"": null, ""location_unit"": null, ""image_references"": [""f924454f1547c1d58b99849a49105c7fc8934a62f654e54f9fc6f75d6f71d194.jpg""]}",{},0.8,2025-12-01 19:39:29,2025-12-01 22:12:29
256,task_20251202_024347_3839,2,,,M1:82,,,,,,,文家山,M18,,M1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,[8],"{""artifact_code"": ""M1:82"", ""subtype"": null, ""clay_type"": null, ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": null, ""color"": null, ""hardness"": null, ""firing_temperature"": null, ""shape_features"": null, ""vessel_combination"": null, ""dimensions"": null, ""height"": null, ""diameter"": null, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": null, ""decoration_type"": null, ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": null, ""ex_region"": ""文家山"", ""ex_unit"": ""M18"", ""ex_layer"": null, ""location_unit"": null, ""image_references"": [""8742512d2a991ab6158b6b80f74161c2147b7b84366bae1003562363aa7ea578.jpg""]}",{},0.8,2025-12-01 19:39:29,2025-12-01 22:12:29
257,task_20251202_024347_3839,2,,,M1:83,,,,,,,文家山,M18,,M1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,[8],"{""artifact_code"": ""M1:83"", ""subtype"": null, ""clay_type"": null, ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": null, ""color"": null, ""hardness"": null, ""firing_temperature"": null, ""shape_features"": null, ""vessel_combination"": null, ""dimensions"": null, ""height"": null, ""diameter"": null, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": null, ""decoration_type"": null, ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": null, ""ex_region"": ""文家山"", ""ex_unit"": ""M18"", ""ex_layer"": null, ""location_unit"": null, ""image_references"": [""3dede78b74e593fc236a7972ef88c7f16e754028452359e15f8d5e83e2540da6.jpg""]}",{},0.8,2025-12-01 19:39:29,2025-12-01 22:12:29
258,task_20251202_024347_3839,2,,,M1:84,,,,,,,文家山,M18,,M1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,[8],"{""artifact_code"": ""M1:84"", ""subtype"": null, ""clay_type"": null, ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": null, ""color"": null, ""hardness"": null, ""firing_temperature"": null, ""shape_features"": null, ""vessel_combination"": null, ""dimensions"": null, ""height"": null, ""diameter"": null, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": null, ""decoration_type"": null, ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": null, ""ex_region"": ""文家山"", ""ex_unit"": ""M18"", ""ex_layer"": null, ""location_unit"": null, ""image_references"": [""27487c47784a1d1e33e6c21a43684aae93a27a1b6951d20023bbb878925b4238.jpg""]}",{},0.8,2025-12-01 19:39:29,2025-12-01 22:12:29
259,task_20251202_024347_3839,2,,,M1:85,,,,,,,文家山,M18,,M1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,[8],"{""artifact_code"": ""M1:85"", ""subtype"": null, ""clay_type"": null, ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": null, ""color"": null, ""hardness"": null, ""firing_temperature"": null, ""shape_features"": null, ""vessel_combination"": null, ""dimensions"": null, ""height"": null, ""diameter"": null, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": null, ""decoration_type"": null, ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": null, ""ex_region"": ""文家山"", ""ex_unit"": ""M18"", ""ex_layer"": null, ""location_unit"": null, ""image_references"": [""3e7f4f272c91e2cb762212433387905f537148a81520d043370dacbaf6c485e9.jpg""]}",{},0.8,2025-12-01 19:39:29,2025-12-01 22:12:29
260,task_20251202_024347_3839,2,,,M1:86,,,,,,,文家山,M18,,M1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,[8],"{""artifact_code"": ""M1:86"", ""subtype"": null, ""clay_type"": null, ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": null, ""color"": null, ""hardness"": null, ""firing_temperature"": null, ""shape_features"": null, ""vessel_combination"": null, ""dimensions"": null, ""height"": null, ""diameter"": null, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": null, ""decoration_type"": null, ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": null, ""ex_region"": ""文家山"", ""ex_unit"": ""M18"", ""ex_layer"": null, ""location_unit"": null, ""image_references"": [""2fb8979729e04afb6ed3878e98d67ca13761ab8fc6967627d44ef644c0669931.jpg""]}",{},0.8,2025-12-01 19:39:29,2025-12-01 22:12:29
261,task_20251202_024347_3839,2,,,M1:87,,,,,,,文家山,M18,,M1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,[8],"{""artifact_code"": ""M1:87"", ""subtype"": null, ""clay_type"": null, ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": null, ""color"": null, ""hardness"": null, ""firing_temperature"": null, ""shape_features"": null, ""vessel_combination"": null, ""dimensions"": null, ""height"": null, ""diameter"": null, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": null, ""decoration_type"": null, ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": null, ""ex_region"": ""文家山"", ""ex_unit"": ""M18"", ""ex_layer"": null, ""location_unit"": null, ""image_references"": [""c336dc60b0b54002b7deb1866fe265c76d2ad45424e93718a252b9f431366066.jpg""]}",{},0.8,2025-12-01 19:39:29,2025-12-01 22:12:29
262,task_20251202_024347_3839,2,,,M1:92,,,,,,,文家山,M18,,M1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,[8],"{""artifact_code"": ""M1:92"", ""subtype"": null, ""clay_type"": null, ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": null, ""color"": null, ""hardness"": null, ""firing_temperature"": null, ""shape_features"": null, ""vessel_combination"": null, ""dimensions"": null, ""height"": null, ""diameter"": null, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": null, ""decoration_type"": null, ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": null, ""ex_region"": ""文家山"", ""ex_unit"": ""M18"", ""ex_layer"": null, ""location_unit"": null, ""image_references"": [""6363953d61a92b96619d3f7af0407c784a691cb2b23a992990b0bb327c8f0020.jpg""]}",{},0.8,2025-12-01 19:39:29,2025-12-01 22:12:29
263,task_20251202_024347_3839,2,,,M1:93,,,,,,,文家山,M18,,M1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,[8],"{""artifact_code"": ""M1:93"", ""subtype"": null, ""clay_type"": null, ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": null, ""color"": null, ""hardness"": null, ""firing_temperature"": null, ""shape_features"": null, ""vessel_combination"": null, ""dimensions"": null, ""height"": null, ""diameter"": null, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": null, ""decoration_type"": null, ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": null, ""ex_region"": ""文家山"", ""ex_unit"": ""M18"", ""ex_layer"": null, ""location_unit"": null, ""image_references"": [""8633d66803640ae0bac461fa747cbf0e74406a62e1f4b58f0cb057b2bf013f90.jpg""]}",{},0.8,2025-12-01 19:39:29,2025-12-01 22:12:29
264,task_20251202_024347_3839,2,,,M1:95,,,,,,,文家山,M18,,M1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,[8],"{""artifact_code"": ""M1:95"", ""subtype"": null, ""clay_type"": null, ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": null, ""color"": null, ""hardness"": null, ""firing_temperature"": null, ""shape_features"": null, ""vessel_combination"": null, ""dimensions"": null, ""height"": null, ""diameter"": null, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": null, ""decoration_type"": null, ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": null, ""ex_region"": ""文家山"", ""ex_unit"": ""M18"", ""ex_layer"": null, ""location_unit"": null, ""image_references"": [""4c6fe917698d2d9c53a5d2280876b51e41365581e016e9cb67c445bfc6565880.jpg""]}",{},0.8,2025-12-01 19:39:29,2025-12-01 22:12:29
265,task_20251202_024347_3839,2,,,M1:96,,,,,,,文家山,M18,,M1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,[8],"{""artifact_code"": ""M1:96"", ""subtype"": null, ""clay_type"": null, ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": null, ""color"": null, ""hardness"": null, ""firing_temperature"": null, ""shape_features"": null, ""vessel_combination"": null, ""dimensions"": null, ""height"": null, ""diameter"": null, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": null, ""decoration_type"": null, ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": null, ""ex_region"": ""文家山"", ""ex_unit"": ""M18"", ""ex_layer"": null, ""location_unit"": null, ""image_references"": [""d4745d05308f333570a744856c5c576f63f1cebf38a04d5c8ba89c1d30543cb4.jpg""]}",{},0.8,2025-12-01 19:39:29,2025-12-01 22:12:29
266,task_20251202_024347_3839,2,,,M1:99,,,,,,,文家山,M18,,M1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,[8],"{""artifact_code"": ""M1:99"", ""subtype"": null, ""clay_type"": null, ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": null, ""color"": null, ""hardness"": null, ""firing_temperature"": null, ""shape_features"": null, ""vessel_combination"": null, ""dimensions"": null, ""height"": null, ""diameter"": null, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": null, ""decoration_type"": null, ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": null, ""ex_region"": ""文家山"", ""ex_unit"": ""M18"", ""ex_layer"": null, ""location_unit"": null, ""image_references"": [""d8f3bad5d5d2f158c753037e2edc146c444922878675477d92aeaa47a1f0457d.jpg""]}",{},0.8,2025-12-01 19:39:29,2025-12-01 22:12:29
