ID,task_id,site_id,period_id,structure_id,文物编号,一级分类,二级分类,三级分类,原始出土地点,出土区域,出土单位,出土层位,出土墓葬,玉料类型,玉料颜色,玉料质地,transparency,沁色/表面,器型单元,shape_description,整体形态,纹饰单元,纹饰主题,decoration_description,工艺单元,切割工艺,钻孔工艺,雕刻工艺,decoration_craft,production_technique,尺寸描述,量度信息,长度(cm),宽度(cm),厚度(cm),高度(cm),直径(cm),孔径(cm),重量(g),制作活动,制作者,制作年代,制作地点,excavation_activity,功能,使用方式,保存状况,完整程度,有图片,main_image_id,source_text_blocks,raw_attributes,cidoc_attributes,extraction_confidence,created_at,updated_at
1401,task_20251202_024347_6890,3,,,M7:63-22,佩饰类,玉粒,椭圆形,瑶山七号墓,瑶山,M7,,M7,白玉,白,细腻,,,佩饰类,,,,,,一面弧凸，另一面平整,,,,,,长0.7~1.2、宽0.4~0.7、厚0.25~0.5厘米," | {'length': None, 'width': None, 'thickness': None, 'height': None, 'diameter': None, 'hole_diameter': None, 'weight': None}",,,,,,,,,,,,,装饰,镶嵌,,,0,,[11],"{""weight"": null, ""measurements"": "" | {'length': None, 'width': None, 'thickness': None, 'height': None, 'diameter': None, 'hole_diameter': None, 'weight': None}"", ""decoration_craft"": """", ""width"": null, ""production_location"": """", ""image_references"": ""['图八六', '彩图161'] | ['图一二五', '彩图274'] | ['彩图274']"", ""category_level1"": ""佩饰类"", ""shape_unit"": ""佩饰类"", ""dimensions"": ""长0.7~1.2、宽0.4~0.7、厚0.25~0.5厘米"", ""height"": null, ""cutting_technique"": """", ""location_unit"": """", ""carving_technique"": """", ""excavation_location"": ""瑶山七号墓"", ""hole_diameter"": null, ""decoration_theme"": """", ""ex_unit"": ""M7"", ""jade_type"": ""白玉"", ""surface_condition"": """", ""craft_unit"": ""一面弧凸，另一面平整"", ""excavation_activity"": """", ""artifact_code"": ""M7:63-22"", ""ex_layer"": """", ""function"": ""装饰"", ""jade_color"": ""白"", ""category_level3"": ""椭圆形"", ""jade_quality"": ""细腻"", ""decoration_unit"": """", ""length"": null, ""production_period"": """", ""production_activity"": """", ""maker"": """", ""overall_description"": """", ""category_level2"": ""玉粒"", ""drilling_technique"": """", ""diameter"": null, ""usage"": ""镶嵌"", ""thickness"": null, ""ex_region"": ""瑶山""}",{},0.8,2025-12-01 23:31:06,2025-12-01 23:31:06
1402,task_20251202_024347_6890,3,,,M7:63-23,佩饰类,玉粒,椭圆形,瑶山七号墓,瑶山,M7,,M7,白玉,白,细腻,,,佩饰类,,,,,,一面弧凸，另一面平整,,,,,,长0.7~1.2、宽0.4~0.7、厚0.25~0.5厘米," | {'length': None, 'width': None, 'thickness': None, 'height': None, 'diameter': None, 'hole_diameter': None, 'weight': None}",,,,,,,,,,,,,装饰,镶嵌,,,0,,[11],"{""weight"": null, ""measurements"": "" | {'length': None, 'width': None, 'thickness': None, 'height': None, 'diameter': None, 'hole_diameter': None, 'weight': None}"", ""decoration_craft"": """", ""width"": null, ""production_location"": """", ""image_references"": ""['图八六', '彩图161'] | ['图一二五', '彩图274'] | ['彩图274']"", ""category_level1"": ""佩饰类"", ""shape_unit"": ""佩饰类"", ""dimensions"": ""长0.7~1.2、宽0.4~0.7、厚0.25~0.5厘米"", ""height"": null, ""cutting_technique"": """", ""location_unit"": """", ""carving_technique"": """", ""excavation_location"": ""瑶山七号墓"", ""hole_diameter"": null, ""decoration_theme"": """", ""ex_unit"": ""M7"", ""jade_type"": ""白玉"", ""surface_condition"": """", ""craft_unit"": ""一面弧凸，另一面平整"", ""excavation_activity"": """", ""artifact_code"": ""M7:63-23"", ""ex_layer"": """", ""function"": ""装饰"", ""jade_color"": ""白"", ""category_level3"": ""椭圆形"", ""jade_quality"": ""细腻"", ""decoration_unit"": """", ""length"": null, ""production_period"": """", ""production_activity"": """", ""maker"": """", ""overall_description"": """", ""category_level2"": ""玉粒"", ""drilling_technique"": """", ""diameter"": null, ""usage"": ""镶嵌"", ""thickness"": null, ""ex_region"": ""瑶山""}",{},0.8,2025-12-01 23:31:06,2025-12-01 23:31:06
1403,task_20251202_024347_6890,3,,,M7:63-24,佩饰类,玉粒,椭圆形,瑶山七号墓,瑶山,M7,,M7,白玉,白,细腻,,,佩饰类,,,,,,一面弧凸，另一面平整,,,,,,长0.7~1.2、宽0.4~0.7、厚0.25~0.5厘米," | {'length': None, 'width': None, 'thickness': None, 'height': None, 'diameter': None, 'hole_diameter': None, 'weight': None}",,,,,,,,,,,,,装饰,镶嵌,,,0,,[11],"{""weight"": null, ""measurements"": "" | {'length': None, 'width': None, 'thickness': None, 'height': None, 'diameter': None, 'hole_diameter': None, 'weight': None}"", ""decoration_craft"": """", ""width"": null, ""production_location"": """", ""image_references"": ""['图八六', '彩图161'] | ['图一二五', '彩图274'] | ['彩图274']"", ""category_level1"": ""佩饰类"", ""shape_unit"": ""佩饰类"", ""dimensions"": ""长0.7~1.2、宽0.4~0.7、厚0.25~0.5厘米"", ""height"": null, ""cutting_technique"": """", ""location_unit"": """", ""carving_technique"": """", ""excavation_location"": ""瑶山七号墓"", ""hole_diameter"": null, ""decoration_theme"": """", ""ex_unit"": ""M7"", ""jade_type"": ""白玉"", ""surface_condition"": """", ""craft_unit"": ""一面弧凸，另一面平整"", ""excavation_activity"": """", ""artifact_code"": ""M7:63-24"", ""ex_layer"": """", ""function"": ""装饰"", ""jade_color"": ""白"", ""category_level3"": ""椭圆形"", ""jade_quality"": ""细腻"", ""decoration_unit"": """", ""length"": null, ""production_period"": """", ""production_activity"": """", ""maker"": """", ""overall_description"": """", ""category_level2"": ""玉粒"", ""drilling_technique"": """", ""diameter"": null, ""usage"": ""镶嵌"", ""thickness"": null, ""ex_region"": ""瑶山""}",{},0.8,2025-12-01 23:31:06,2025-12-01 23:31:06
1404,task_20251202_024347_6890,3,,,M7:63-25,佩饰类,玉粒,椭圆形,瑶山七号墓,瑶山,M7,,M7,白玉,白,细腻,,,佩饰类,,,,,,一面弧凸，另一面平整,,,,,,长0.7~1.2、宽0.4~0.7、厚0.25~0.5厘米," | {'length': None, 'width': None, 'thickness': None, 'height': None, 'diameter': None, 'hole_diameter': None, 'weight': None}",,,,,,,,,,,,,装饰,镶嵌,,,0,,[11],"{""weight"": null, ""measurements"": "" | {'length': None, 'width': None, 'thickness': None, 'height': None, 'diameter': None, 'hole_diameter': None, 'weight': None}"", ""decoration_craft"": """", ""width"": null, ""production_location"": """", ""image_references"": ""['图八六', '彩图161'] | ['图一二五', '彩图274'] | ['彩图274']"", ""category_level1"": ""佩饰类"", ""shape_unit"": ""佩饰类"", ""dimensions"": ""长0.7~1.2、宽0.4~0.7、厚0.25~0.5厘米"", ""height"": null, ""cutting_technique"": """", ""location_unit"": """", ""carving_technique"": """", ""excavation_location"": ""瑶山七号墓"", ""hole_diameter"": null, ""decoration_theme"": """", ""ex_unit"": ""M7"", ""jade_type"": ""白玉"", ""surface_condition"": """", ""craft_unit"": ""一面弧凸，另一面平整"", ""excavation_activity"": """", ""artifact_code"": ""M7:63-25"", ""ex_layer"": """", ""function"": ""装饰"", ""jade_color"": ""白"", ""category_level3"": ""椭圆形"", ""jade_quality"": ""细腻"", ""decoration_unit"": """", ""length"": null, ""production_period"": """", ""production_activity"": """", ""maker"": """", ""overall_description"": """", ""category_level2"": ""玉粒"", ""drilling_technique"": """", ""diameter"": null, ""usage"": ""镶嵌"", ""thickness"": null, ""ex_region"": ""瑶山""}",{},0.8,2025-12-01 23:31:06,2025-12-01 23:31:06
1405,task_20251202_024347_6890,3,,,M7:63-26,佩饰类,玉粒,椭圆形,瑶山七号墓,瑶山,M7,,M7,白玉,白,细腻,,,佩饰类,,,,,,一面弧凸，另一面平整,,,,,,长0.7~1.2、宽0.4~0.7、厚0.25~0.5厘米," | {'length': None, 'width': None, 'thickness': None, 'height': None, 'diameter': None, 'hole_diameter': None, 'weight': None}",,,,,,,,,,,,,装饰,镶嵌,,,0,,[11],"{""weight"": null, ""measurements"": "" | {'length': None, 'width': None, 'thickness': None, 'height': None, 'diameter': None, 'hole_diameter': None, 'weight': None}"", ""decoration_craft"": """", ""width"": null, ""production_location"": """", ""image_references"": ""['图八六', '彩图161'] | ['图一二五', '彩图274'] | ['彩图274']"", ""category_level1"": ""佩饰类"", ""shape_unit"": ""佩饰类"", ""dimensions"": ""长0.7~1.2、宽0.4~0.7、厚0.25~0.5厘米"", ""height"": null, ""cutting_technique"": """", ""location_unit"": """", ""carving_technique"": """", ""excavation_location"": ""瑶山七号墓"", ""hole_diameter"": null, ""decoration_theme"": """", ""ex_unit"": ""M7"", ""jade_type"": ""白玉"", ""surface_condition"": """", ""craft_unit"": ""一面弧凸，另一面平整"", ""excavation_activity"": """", ""artifact_code"": ""M7:63-26"", ""ex_layer"": """", ""function"": ""装饰"", ""jade_color"": ""白"", ""category_level3"": ""椭圆形"", ""jade_quality"": ""细腻"", ""decoration_unit"": """", ""length"": null, ""production_period"": """", ""production_activity"": """", ""maker"": """", ""overall_description"": """", ""category_level2"": ""玉粒"", ""drilling_technique"": """", ""diameter"": null, ""usage"": ""镶嵌"", ""thickness"": null, ""ex_region"": ""瑶山""}",{},0.8,2025-12-01 23:31:06,2025-12-01 23:31:06
1406,task_20251202_024347_6890,3,,,M7:84,佩饰类,玉长管,,瑶山七号墓,瑶山,M7,,M7,透闪石软玉,白,,,褐色瑕疵,长管,,圆柱形，双向对钻孔。器表有一道纵向的切割线痕，器端有弧线状切割痕,,,,切割与成型、钻孔技术,纵向的切割线痕、弧线状切割痕,双向对钻孔,,,,长6.2、直径1.8、孔径1厘米," | {'length': 6.2, 'diameter': 1.8, 'hole_diameter': 1}",6.2,0.0,0.0,0.0,1.8,1.0,0.0,,,,,,装饰,佩饰,,,0,,[11],"{""weight"": 0, ""measurements"": "" | {'length': 6.2, 'diameter': 1.8, 'hole_diameter': 1}"", ""decoration_craft"": """", ""width"": 0, ""production_location"": """", ""image_references"": ""[] | ['图九二', '彩图176'] | ['彩图176']"", ""category_level1"": ""佩饰类"", ""shape_unit"": ""长管"", ""dimensions"": ""长6.2、直径1.8、孔径1厘米"", ""height"": 0, ""cutting_technique"": ""纵向的切割线痕、弧线状切割痕"", ""location_unit"": """", ""carving_technique"": """", ""excavation_location"": ""瑶山七号墓"", ""hole_diameter"": 1, ""decoration_theme"": """", ""ex_unit"": ""M7"", ""jade_type"": ""透闪石软玉"", ""surface_condition"": ""褐色瑕疵"", ""craft_unit"": ""切割与成型、钻孔技术"", ""excavation_activity"": """", ""artifact_code"": ""M7:84"", ""ex_layer"": """", ""function"": ""装饰"", ""jade_color"": ""白"", ""category_level3"": """", ""jade_quality"": """", ""decoration_unit"": """", ""length"": 6.2, ""production_period"": """", ""production_activity"": """", ""maker"": """", ""overall_description"": ""圆柱形，双向对钻孔。器表有一道纵向的切割线痕，器端有弧线状切割痕"", ""category_level2"": ""玉长管"", ""drilling_technique"": ""双向对钻孔"", ""diameter"": 1.8, ""usage"": ""佩饰"", ""thickness"": 0, ""ex_region"": ""瑶山""}",{},0.8,2025-12-01 23:31:06,2025-12-01 23:31:06
1407,task_20251202_024347_6890,3,,,M7:101,佩饰类,玉半圆形饰,,瑶山十二号墓,瑶山,M7,,M7,透闪石软玉,白,,,,,,上端凹弧，下端圆凸，左、右两角上翘，上端边缘等距离对钻3个小孔。器体自上而下均匀减薄,,,,切割与成型、钻孔技术,斜向切割线,对钻,,,,高2.3、宽3.05、厚0.35~0.55厘米," | {'height': 2.3, 'width': 3.05, 'thickness': [0.35, 0.55]}",,,,,,,,,,,,,装饰,佩饰,,,0,,[11],"{""weight"": null, ""measurements"": "" | {'height': 2.3, 'width': 3.05, 'thickness': [0.35, 0.55]}"", ""decoration_craft"": """", ""width"": null, ""production_location"": """", ""image_references"": ""[] | ['图一一五', '彩图225'] | ['彩图225']"", ""category_level1"": ""佩饰类"", ""dimensions"": ""高2.3、宽3.05、厚0.35~0.55厘米"", ""height"": null, ""cutting_technique"": ""斜向切割线"", ""location_unit"": """", ""carving_technique"": """", ""excavation_location"": ""瑶山十二号墓"", ""hole_diameter"": null, ""decoration_theme"": """", ""ex_unit"": ""M7"", ""jade_type"": ""透闪石软玉"", ""craft_unit"": ""切割与成型、钻孔技术"", ""excavation_activity"": """", ""artifact_code"": ""M7:101"", ""ex_layer"": """", ""function"": ""装饰"", ""jade_color"": ""白"", ""category_level3"": """", ""jade_quality"": """", ""decoration_unit"": """", ""length"": null, ""production_period"": """", ""production_activity"": """", ""maker"": """", ""overall_description"": ""上端凹弧，下端圆凸，左、右两角上翘，上端边缘等距离对钻3个小孔。器体自上而下均匀减薄"", ""category_level2"": ""玉半圆形饰"", ""drilling_technique"": ""对钻"", ""diameter"": null, ""usage"": ""佩饰"", ""thickness"": null, ""ex_region"": ""瑶山""}",{},0.8,2025-12-01 23:31:06,2025-12-01 23:31:06
1408,task_20251202_024347_6890,3,,,M7:152,佩饰类,玉粒,椭圆形,瑶山七号墓,瑶山,M7,,M7,白玉,白,细腻,,,佩饰类,,,,,,一面弧凸，另一面平,,,,,,M7:152-2，长0.9、宽0.5、厚0.4厘米," | {'length': 0.9, 'width': 0.5, 'thickness': 0.4, 'height': None, 'diameter': None, 'hole_diameter': None, 'weight': None}",,,,,,,,,,,,,装饰,镶嵌,,,0,,[11],"{""weight"": null, ""measurements"": "" | {'length': 0.9, 'width': 0.5, 'thickness': 0.4, 'height': None, 'diameter': None, 'hole_diameter': None, 'weight': None}"", ""decoration_craft"": """", ""width"": null, ""production_location"": """", ""image_references"": ""['彩图164'] | ['图一二五', '彩图277'] | ['彩图277']"", ""category_level1"": ""佩饰类"", ""shape_unit"": ""佩饰类"", ""dimensions"": ""M7:152-2，长0.9、宽0.5、厚0.4厘米"", ""height"": null, ""cutting_technique"": """", ""location_unit"": """", ""carving_technique"": """", ""excavation_location"": ""瑶山七号墓"", ""hole_diameter"": null, ""decoration_theme"": """", ""ex_unit"": ""M7"", ""jade_type"": ""白玉"", ""surface_condition"": """", ""craft_unit"": ""一面弧凸，另一面平"", ""excavation_activity"": """", ""artifact_code"": ""M7:152"", ""ex_layer"": """", ""function"": ""装饰"", ""jade_color"": ""白"", ""category_level3"": ""椭圆形"", ""jade_quality"": ""细腻"", ""decoration_unit"": """", ""length"": null, ""production_period"": """", ""production_activity"": """", ""maker"": """", ""overall_description"": """", ""category_level2"": ""玉粒"", ""drilling_technique"": """", ""diameter"": null, ""usage"": ""镶嵌"", ""thickness"": null, ""ex_region"": ""瑶山""}",{},0.8,2025-12-01 23:31:06,2025-12-01 23:31:06
1409,task_20251202_024347_6890,3,,,M7:155,佩饰类,环状玉器,,瑶山七号墓,瑶山,M7,,M7,透闪石软玉,白,细腻,,,,,,,,,,,,,,,直径约10厘米," | {'length': None, 'width': None, 'thickness': None, 'height': None, 'diameter': 10, 'hole_diameter': None, 'weight': None}",,,,,,,,,,,,,嵌玉漆器,嵌玉漆器组件,,,0,,[6],"{""weight"": null, ""measurements"": "" | {'length': None, 'width': None, 'thickness': None, 'height': None, 'diameter': 10, 'hole_diameter': None, 'weight': None}"", ""decoration_craft"": """", ""width"": null, ""image_references"": ""['彩图164'] | ['图一二六', '彩图164']"", ""category_level1"": ""佩饰类"", ""dimensions"": ""直径约10厘米"", ""height"": null, ""cutting_technique"": """", ""location_unit"": """", ""carving_technique"": """", ""excavation_location"": ""瑶山七号墓"", ""hole_diameter"": null, ""decoration_theme"": """", ""ex_unit"": ""M7"", ""jade_type"": ""透闪石软玉"", ""craft_unit"": """", ""artifact_code"": ""M7:155"", ""ex_layer"": """", ""function"": ""嵌玉漆器"", ""jade_color"": ""白"", ""category_level3"": """", ""jade_quality"": ""细腻"", ""decoration_unit"": """", ""length"": null, ""category_level2"": ""环状玉器"", ""drilling_technique"": """", ""diameter"": null, ""usage"": ""嵌玉漆器组件"", ""thickness"": null, ""ex_region"": ""瑶山""}",{},0.8,2025-12-01 23:31:06,2025-12-01 23:31:06
1410,task_20251202_024347_6890,3,,,M7:8-1,带盖柱形器,带盖柱形器,盖,瑶山七号墓,瑶山,M7,,M7,透闪石软玉,淡灰色,,,淡灰色瑕疵,带盖柱形器,,一面平直，另一面弧凸；平面有一对隧孔,,,,钻孔技术,,隧孔,,,,厚1.6、直径3.8厘米,"{'thickness': 1.6, 'diameter': 3.8} | ",0.0,0.0,1.6,0.0,3.8,0.0,0.0,,,,,,柱形器盖,,,,0,,[11],"{""weight"": 0, ""measurements"": ""{'thickness': 1.6, 'diameter': 3.8} | "", ""decoration_craft"": """", ""width"": 0, ""production_location"": """", ""image_references"": ""['图九○', '彩图170', '彩图171'] | ['彩图170', '彩图171']"", ""category_level1"": ""带盖柱形器"", ""shape_unit"": ""带盖柱形器"", ""dimensions"": ""厚1.6、直径3.8厘米"", ""height"": 0, ""cutting_technique"": """", ""location_unit"": """", ""carving_technique"": """", ""excavation_location"": ""瑶山七号墓"", ""hole_diameter"": 0, ""decoration_theme"": """", ""ex_unit"": ""M7"", ""jade_type"": ""透闪石软玉"", ""surface_condition"": ""淡灰色瑕疵"", ""craft_unit"": ""钻孔技术"", ""excavation_activity"": """", ""artifact_code"": ""M7:8-1"", ""ex_layer"": """", ""function"": ""柱形器盖"", ""jade_color"": ""淡灰色"", ""category_level3"": ""盖"", ""jade_quality"": """", ""decoration_unit"": """", ""length"": 0, ""production_period"": """", ""production_activity"": """", ""maker"": """", ""overall_description"": ""一面平直，另一面弧凸；平面有一对隧孔"", ""category_level2"": ""带盖柱形器"", ""drilling_technique"": ""隧孔"", ""diameter"": 3.8, ""usage"": """", ""thickness"": 1.6, ""ex_region"": ""瑶山""}",{},0.8,2025-12-01 23:31:06,2025-12-01 23:31:06
1411,task_20251202_024347_6890,3,,,M7:8-2,带盖柱形器,带盖柱形器,柱,瑶山七号墓,瑶山,M7,,M7,透闪石软玉,,,,淡灰色筋斑,带盖柱形器,,扁圆柱体，中间钻一小圆孔。一端面有弧线状切割痕,,,,切割与成型、钻孔技术,弧线状切割痕,小圆孔,,,,高2.9、直径5、孔径0.7厘米,"{'height': 2.9, 'diameter': 5, 'hole_diameter': 0.7} | ",0.0,0.0,0.0,2.9,5.0,0.7,0.0,,,,,,柱形器,,,,0,,[11],"{""weight"": 0, ""measurements"": ""{'height': 2.9, 'diameter': 5, 'hole_diameter': 0.7} | "", ""decoration_craft"": """", ""width"": 0, ""production_location"": """", ""image_references"": ""['图九○', '彩图172'] | ['彩图172']"", ""category_level1"": ""带盖柱形器"", ""shape_unit"": ""带盖柱形器"", ""dimensions"": ""高2.9、直径5、孔径0.7厘米"", ""height"": 2.9, ""cutting_technique"": ""弧线状切割痕"", ""location_unit"": """", ""carving_technique"": """", ""excavation_location"": ""瑶山七号墓"", ""hole_diameter"": 0.7, ""decoration_theme"": """", ""ex_unit"": ""M7"", ""jade_type"": ""透闪石软玉"", ""surface_condition"": ""淡灰色筋斑"", ""craft_unit"": ""切割与成型、钻孔技术"", ""excavation_activity"": """", ""artifact_code"": ""M7:8-2"", ""ex_layer"": """", ""function"": ""柱形器"", ""jade_color"": """", ""category_level3"": ""柱"", ""jade_quality"": """", ""decoration_unit"": """", ""length"": 0, ""production_period"": """", ""production_activity"": """", ""maker"": """", ""overall_description"": ""扁圆柱体，中间钻一小圆孔。一端面有弧线状切割痕"", ""category_level2"": ""带盖柱形器"", ""drilling_technique"": ""小圆孔"", ""diameter"": 5, ""usage"": """", ""thickness"": 0, ""ex_region"": ""瑶山""}",{},0.8,2025-12-01 23:31:06,2025-12-01 23:31:06
1412,task_20251202_024347_6890,3,,,M7:145,佩饰类,长管,,瑶山七号墓,瑶山,M7,,M7,透闪石软玉,,,,淡灰色筋斑,长管,,长圆柱体，对钻孔；在柱身中段有一垂直中孔的单向钻孔，孔内有旋纹。一端面有弧线状切割痕，略经打磨,,,,钻孔技术、切割与成型,弧线状切割痕,对钻孔、单向钻孔,,打磨,,长13.5、直径1.9、孔径0.9厘米,"{'length': 13.5, 'diameter': 1.9, 'hole_diameter': 0.9} | ",13.5,0.0,0.0,0.0,1.9,0.9,0.0,,,,,,,,,,0,,[11],"{""weight"": 0, ""measurements"": ""{'length': 13.5, 'diameter': 1.9, 'hole_diameter': 0.9} | "", ""decoration_craft"": ""打磨"", ""width"": 0, ""production_location"": """", ""image_references"": ""['图九二', '彩图177'] | ['彩图177']"", ""category_level1"": ""佩饰类"", ""shape_unit"": ""长管"", ""dimensions"": ""长13.5、直径1.9、孔径0.9厘米"", ""height"": 0, ""cutting_technique"": ""弧线状切割痕"", ""location_unit"": """", ""carving_technique"": """", ""excavation_location"": ""瑶山七号墓"", ""hole_diameter"": 0.9, ""decoration_theme"": """", ""ex_unit"": ""M7"", ""jade_type"": ""透闪石软玉"", ""surface_condition"": ""淡灰色筋斑"", ""craft_unit"": ""钻孔技术、切割与成型"", ""excavation_activity"": """", ""artifact_code"": ""M7:145"", ""ex_layer"": """", ""function"": """", ""jade_color"": """", ""category_level3"": """", ""jade_quality"": """", ""decoration_unit"": """", ""length"": 13.5, ""production_period"": """", ""production_activity"": """", ""maker"": """", ""overall_description"": ""长圆柱体，对钻孔；在柱身中段有一垂直中孔的单向钻孔，孔内有旋纹。一端面有弧线状切割痕，略经打磨"", ""category_level2"": ""长管"", ""drilling_technique"": ""对钻孔、单向钻孔"", ""diameter"": 1.9, ""usage"": """", ""thickness"": 0, ""ex_region"": ""瑶山""}",{},0.8,2025-12-01 23:31:06,2025-12-01 23:31:06
1413,task_20251202_024347_6890,3,,,M7:23,成组锥形器,方柱形锥形器,,瑶山七号墓,瑶山,M7,,M7,透闪石软玉,,,,,方柱形锥形器,,形制与M7:22基本相同,,,,,,,,,,长12厘米,{'length': 12} | ,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,,[11],"{""weight"": 0, ""measurements"": ""{'length': 12} | "", ""decoration_craft"": """", ""width"": 0, ""production_location"": """", ""image_references"": ""['图九三', '彩图174'] | ['彩图174']"", ""category_level1"": ""成组锥形器"", ""shape_unit"": ""方柱形锥形器"", ""dimensions"": ""长12厘米"", ""height"": 0, ""cutting_technique"": """", ""location_unit"": """", ""carving_technique"": """", ""excavation_location"": ""瑶山七号墓"", ""hole_diameter"": 0, ""decoration_theme"": """", ""ex_unit"": ""M7"", ""jade_type"": ""透闪石软玉"", ""surface_condition"": """", ""craft_unit"": """", ""excavation_activity"": """", ""artifact_code"": ""M7:23"", ""ex_layer"": """", ""function"": """", ""jade_color"": """", ""category_level3"": """", ""jade_quality"": """", ""decoration_unit"": """", ""length"": 12, ""production_period"": """", ""production_activity"": """", ""maker"": """", ""overall_description"": ""形制与M7:22基本相同"", ""category_level2"": ""方柱形锥形器"", ""drilling_technique"": """", ""diameter"": 0, ""usage"": """", ""thickness"": 0, ""ex_region"": ""瑶山""}",{},0.8,2025-12-01 23:31:06,2025-12-01 23:31:06
1414,task_20251202_024347_6890,3,,,M7:24-1,成组锥形器,圆柱形锥形器,,瑶山七号墓,瑶山,M7,,M7,透闪石软玉,,,,,圆柱形锥形器,,前端圆尖，后端呈扁凿形，并对钻横向圆孔。器表有切割痕迹，但经打磨,,,,切割与成型,切割痕迹,,,打磨,,长9.3、直径1厘米,"{'length': 9.3, 'diameter': 1} | ",9.3,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,0,,[11],"{""weight"": 0, ""measurements"": ""{'length': 9.3, 'diameter': 1} | "", ""decoration_craft"": ""打磨"", ""width"": 0, ""production_location"": """", ""image_references"": ""['图九四', '彩图178'] | ['彩图178']"", ""category_level1"": ""成组锥形器"", ""shape_unit"": ""圆柱形锥形器"", ""dimensions"": ""长9.3、直径1厘米"", ""height"": 0, ""cutting_technique"": ""切割痕迹"", ""location_unit"": """", ""carving_technique"": """", ""excavation_location"": ""瑶山七号墓"", ""hole_diameter"": 0, ""decoration_theme"": """", ""ex_unit"": ""M7"", ""jade_type"": ""透闪石软玉"", ""surface_condition"": """", ""craft_unit"": ""切割与成型"", ""excavation_activity"": """", ""artifact_code"": ""M7:24-1"", ""ex_layer"": """", ""function"": """", ""jade_color"": """", ""category_level3"": """", ""jade_quality"": """", ""decoration_unit"": """", ""length"": 9.3, ""production_period"": """", ""production_activity"": """", ""maker"": """", ""overall_description"": ""前端圆尖，后端呈扁凿形，并对钻横向圆孔。器表有切割痕迹，但经打磨"", ""category_level2"": ""圆柱形锥形器"", ""drilling_technique"": """", ""diameter"": 1, ""usage"": """", ""thickness"": 0, ""ex_region"": ""瑶山""}",{},0.8,2025-12-01 23:31:06,2025-12-01 23:31:06
1415,task_20251202_024347_6890,3,,,M7:24-2,成组锥形器,圆柱形锥形器,,瑶山七号墓,瑶山,M7,,M7,透闪石软玉,,,,,圆柱形锥形器,,断面略呈圆角方形,,,,,,,,,,长8.6、直径1厘米,"{'length': 8.6, 'diameter': 1} | ",8.6,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,0,,[11],"{""weight"": 0, ""measurements"": ""{'length': 8.6, 'diameter': 1} | "", ""decoration_craft"": """", ""width"": 0, ""production_location"": """", ""image_references"": ""['图九四', '彩图179'] | ['彩图179']"", ""category_level1"": ""成组锥形器"", ""shape_unit"": ""圆柱形锥形器"", ""dimensions"": ""长8.6、直径1厘米"", ""height"": 0, ""cutting_technique"": """", ""location_unit"": """", ""carving_technique"": """", ""excavation_location"": ""瑶山七号墓"", ""hole_diameter"": 0, ""decoration_theme"": """", ""ex_unit"": ""M7"", ""jade_type"": ""透闪石软玉"", ""surface_condition"": """", ""craft_unit"": """", ""excavation_activity"": """", ""artifact_code"": ""M7:24-2"", ""ex_layer"": """", ""function"": """", ""jade_color"": """", ""category_level3"": """", ""jade_quality"": """", ""decoration_unit"": """", ""length"": 8.6, ""production_period"": """", ""production_activity"": """", ""maker"": """", ""overall_description"": ""断面略呈圆角方形"", ""category_level2"": ""圆柱形锥形器"", ""drilling_technique"": """", ""diameter"": 1, ""usage"": """", ""thickness"": 0, ""ex_region"": ""瑶山""}",{},0.8,2025-12-01 23:31:06,2025-12-01 23:31:06
1416,task_20251202_024347_6890,3,,,M7:24-3,成组锥形器,圆柱形锥形器,,瑶山七号墓,瑶山,M7,,M7,透闪石软玉,,,,,圆柱形锥形器,,,,,,,,,,,,长9.2、直径0.9厘米,"{'length': 9.2, 'diameter': 0.9} | ",9.2,0.0,0.0,0.0,0.9,0.0,0.0,,,,,,,,,,0,,[11],"{""weight"": 0, ""measurements"": ""{'length': 9.2, 'diameter': 0.9} | "", ""decoration_craft"": """", ""width"": 0, ""production_location"": """", ""image_references"": ""['图九四', '彩图180'] | ['彩图180']"", ""category_level1"": ""成组锥形器"", ""shape_unit"": ""圆柱形锥形器"", ""dimensions"": ""长9.2、直径0.9厘米"", ""height"": 0, ""cutting_technique"": """", ""location_unit"": """", ""carving_technique"": """", ""excavation_location"": ""瑶山七号墓"", ""hole_diameter"": 0, ""decoration_theme"": """", ""ex_unit"": ""M7"", ""jade_type"": ""透闪石软玉"", ""surface_condition"": """", ""craft_unit"": """", ""excavation_activity"": """", ""artifact_code"": ""M7:24-3"", ""ex_layer"": """", ""function"": """", ""jade_color"": """", ""category_level3"": """", ""jade_quality"": """", ""decoration_unit"": """", ""length"": 9.2, ""production_period"": """", ""production_activity"": """", ""maker"": """", ""overall_description"": """", ""category_level2"": ""圆柱形锥形器"", ""drilling_technique"": """", ""diameter"": 0.9, ""usage"": """", ""thickness"": 0, ""ex_region"": ""瑶山""}",{},0.8,2025-12-01 23:31:06,2025-12-01 23:31:06
