id,name,LABEL
mat_012b2aee,泥质黑陶,E57_Material
type_ae4c9d98,研磨器,E55_Type
type_0c88bfc8,瓶,E55_Type
type_17ed54a1,圆形镂孔,E55_Type
type_d901ece3,澄滤器,E55_Type
type_568393d2,小镂孔,E55_Type
type_dc35b083,陶球,E55_Type
type_80c4c0d3,环,E55_Type
type_b729c4f4,猪形饰,E55_Type
type_3574d46b,凹弦纹，长方形镂孔,E55_Type
mat_ecb3554c,泥质黄胎黑衣陶,E57_Material
type_daf43d7a,长方形镂空,E55_Type
type_c49581c9,组合圆圈纹,E55_Type
type_b495fb3a,点纹,E55_Type
type_a3c948c8,三鼻篮,E55_Type
type_d95ddc31,鼎甑,E55_Type
type_f6a83393,弧边三角形和圆形组合纹,E55_Type
type_8f00389b,圆形镂空,E55_Type
type_4fe32219,葫芦腹罐,E55_Type
type_d9d049be,三角形与小圆点组合纹,E55_Type
type_70b2e039,挂饰,E55_Type
type_4df83c1c,管珠,E55_Type
type_593063fa,圆形和近方形镂孔,E55_Type
type_7516715a,凹弧折,E55_Type
type_2db0fcd5,圆形,E55_Type
mat_7eeace26,泥质黄胎黑皮陶,E57_Material
type_d60b7d4c,圈足器,E55_Type
type_9a464b62,镂孔,E55_Type
mat_626b90cd,泥质红胎灰陶,E57_Material
mat_bd6d48da,夹砂红陶或灰陶,E57_Material
type_a3ea6b1f,凹弧三角形刻纹,E55_Type
type_11bd52a2,泥质罐,E55_Type
type_5d1354fc,弧边三角形和小镂孔组合纹,E55_Type
type_f78cb76b,曲折刻纹,E55_Type
type_3ba82a60,鱼鳍足两侧和腹部,E55_Type
type_e22e8108,三角形与月牙形组合刻纹,E55_Type
type_dfb09b4b,三角形或弧边三角形与月牙形刻划组合纹,E55_Type
type_82d7318e,小圆形纹,E55_Type
type_bff98e54,弧边三角形和圆形组合刻划纹,E55_Type
type_c35b49c8,组合锥刺纹,E55_Type
type_c14bf825,弧边三角形与圆形镂孔组合纹,E55_Type
type_045240af,三角形与圆点组合纹,E55_Type
type_e43b05ce,锥刺纹罐,E55_Type
type_bd680c79,弦纹，间隔三组波浪纹，肩腹部有三组凸弦纹,E55_Type
mat_942cc1c2,泥质黄陶,E57_Material
type_8c93b8c8,凸棱，竖向桥形鑾手,E55_Type
type_91751d6e,凹弧,E55_Type
type_7c186ec1,葫芦腹壶,E55_Type
type_6f42d8d4,刻划符号,E55_Type
type_e67f42e9,碗,E55_Type
type_ae49bf68,碟,E55_Type
type_8e0c56aa,陶环,E55_Type
type_b1ca2ada,陶弹形器,E55_Type
type_0473491b,埙,E55_Type
type_24e24dbc,兽面饰陶片,E55_Type
type_5b82097c,陶瓶,E55_Type
type_6c9d1a59,陶双鼻壶,E55_Type
mat_65f1316d,泥质黑皮陶（器身），夹砂红陶（足）,E57_Material
type_1c65ca4c,鸟首、羽翅及卷曲的蛇身组成的抽象图案,E55_Type
type_e1e24f37,弦纹壶,E55_Type
type_050ca6f3,鸟首纹和多道凹凸弦纹,E55_Type
type_743fdc73,鸟首纹和五周凹凸弦纹,E55_Type
type_e7d04ad2,肩部四周凹凸弦纹,E55_Type
type_726d213c,A型尊,E55_Type
type_930259d0,B型尊,E55_Type
type_9865cf9e,肩部有一周凸棱,E55_Type
type_e1189a75,A型圈足盘,E55_Type
type_41d415aa,B型圈足盘,E55_Type
type_b49d7d30,水波状刻纹，上下两组间饰多个小镂孔,E55_Type
type_eb6087fd,C型圈足盘,E55_Type
type_fdb0eddd,腹部饰四周凹凸弦纹,E55_Type
type_5c64e11d,盏,E55_Type
type_012db1c9,口沿外壁及中腹各饰二至三道凹弦纹,E55_Type
type_a4a97976,腹部有二道凸棱,E55_Type
type_6e7be137,折腹处有一周凸棱,E55_Type
type_c971deb5,折腹处有一周凹弦纹,E55_Type
type_3ca49c91,腹部上下饰七道弧凸棱纹，把手上端饰小镂孔三个，两侧各有竖向凹弦纹二道,E55_Type
type_173f99e3,A型平底罐,E55_Type
type_49d76883,中腹饰三周凹弦纹，器内壁可见多道轮制旋纹,E55_Type
type_f33ae524,中腹饰四周凹弦纹及一圈梅花状戳刻组合纹,E55_Type
mat_5603db77,夹细砂黑陶,E57_Material
type_56e144b6,B型I式平底罐,E55_Type
type_437f1e7b,B型Ⅱ式平底罐,E55_Type
type_2c21fdd1,下腹部饰八周细刻弦纹,E55_Type
type_398dad82,瓮,E55_Type
mat_0ae0442d,泥质灰胎黑陶,E57_Material
type_b4844fcf,曲腹壶,E55_Type
type_4201e10d,篮形器,E55_Type
type_3df58ffd,鹰首饰,E55_Type
mat_3ff31b42,泥质黑皮陶、黑陶、泥质灰陶、黄陶、夹砂灰陶、黑陶,E57_Material
type_37dce2b7,直线间或雨点状纹,E55_Type
type_96565798,直线,E55_Type
type_dbf2c7a0,短直线,E55_Type
type_65488aa1,枝权样刻划,E55_Type
type_378ab94d,凸棱和小圆孔,E55_Type
mat_039504da,泥质灰黑胎黑皮陶,E57_Material
mat_a735178d,泥质黑灰胎黑皮陶,E57_Material
type_47c05244,陀螺,E55_Type
type_9ab02acd,条形陶响器,E55_Type
type_18aca087,豆柄,E55_Type
type_b2c61d35,椭圆形豆盘,E55_Type
type_fba28bc1,小盆,E55_Type
type_0d18fc81,刻划符号杯,E55_Type
type_54a56e5c,陶响器,E55_Type
mat_340f07a1,夹细砂灰红陶,E57_Material
mat_a30ed9aa,夹细砂褐陶,E57_Material
mat_041e821a,夹砂红衣陶,E57_Material
type_b01b677d,锯齿样,E55_Type
type_cc158ccb,重圈纹样,E55_Type
type_a9453a4d,把婆类,E55_Type
type_7c0be9b7,花瓣样,E55_Type
type_afe4d8ad,凹弦纹、凸弦纹,E55_Type
type_87bc735d,凹弦纹，椭圆形镂孔,E55_Type
type_86a292f4,圆镂空,E55_Type
type_77e60dca,壶盖,E55_Type
type_fbaea0b5,黑色圈状线,E55_Type
type_3832e9aa,腰沿釜,E55_Type
type_50eb534a,半圆形器,E55_Type
type_f1621c12,柱形鼎足,E55_Type
type_b1ddb9b8,釜腰沿片,E55_Type
mat_b3f8f3b5,夹砂黑胎红衣陶,E57_Material
type_c7133a27,带嘴蚤,E55_Type
type_9c418985,金,E55_Type
mat_f23c60d2,夹碳,E57_Material
type_da96abc2,异形,E55_Type
type_e56a8928,灶形器,E55_Type
type_3ab0aca7,索状线,E55_Type
mat_c6b66203,夹砂灰黑胎黑陶,E57_Material
type_f6ee43dd,小圆戳孔,E55_Type
mat_72b3734a,灰胎黑皮陶,E57_Material
type_b1e7fc4d,纹饰,E55_Type
type_948b29c5,圆形样和小尖喙纹饰,E55_Type
mat_a4a29cae,夹砂黑胎黑陶,E57_Material
type_050f6057,突弦纹,E55_Type
type_9dcef4e2,点状纹和凹弦纹,E55_Type
type_eb967242,内侧套接,E55_Type
type_53448790,抹泥条加固,E55_Type
type_a4db950a,图案不明,E55_Type
type_633b9bae,绞索状纹,E55_Type
type_846672bf,已字样符号,E55_Type
type_4dc3d0a7,五角星形、倒“工”字形,E55_Type
type_eafbece1,粘贴,E55_Type
type_26d906b4,突起的弦纹,E55_Type
type_693ad0eb,蚤类,E55_Type
type_2c1c433e,泥质黑皮陶罐,E55_Type
type_61e49039,长方形小镂空和弦纹组合,E55_Type
type_94ef3b5a,圆形镂空和半圆形按捺,E55_Type
type_53793e30,刻纹陶片,E55_Type
type_1618f8f0,鸟蛇样纹饰,E55_Type
type_9e3c0847,月牙形未穿孔,E55_Type
type_07fc8628,矮圈足盘,E55_Type
type_d5723298,平底内凹杯,E55_Type
type_3be897b0,带把杯,E55_Type
type_e753b06e,其他壶类,E55_Type
type_82e69e64,斜腹宽唇缸,E55_Type
type_327c0529,斜向条纹,E55_Type
mat_8eb06b6c,夹粗砂灰陶,E57_Material
type_89e0ee3d,簧,E55_Type
type_61a08755,捏制,E55_Type
mat_0c777fd6,夹砂灰红陶,E57_Material
type_3439463f,快轮,E55_Type
type_89bb1cc0,直线纹,E55_Type
type_9079472b,雨点纹,E55_Type
type_330906da,弦纹、斜向条纹,E55_Type
mat_38d10e3a,夹粗砂褐陶,E57_Material
type_8e644f09,图案,E55_Type
type_f1e40199,叶脉样纹饰,E55_Type
type_90ee753f,不明陶器,E55_Type
type_353e490b,波折状线,E55_Type
type_89a01f8e,小孔,E55_Type
type_b14f9bfe,交叉形线条,E55_Type
type_86de7f12,短续的短直线,E55_Type
mat_67766c8e,粗泥褐陶,E57_Material
type_0ce2a1ba,网格状纹,E55_Type
type_5fdb748d,波浪状线条、小圆孔、弧边三角状纹饰,E55_Type
type_15ff0cce,陶豆柄,E55_Type
type_66399d47,小圆孔和略弧线的组合纹饰,E55_Type
type_4c2e8717,刻纹陶豆盘片,E55_Type
type_be0f4622,椭圆形螺旋线和绞索状纹饰组合的纹饰，鸟形的小尖喙图案,E55_Type
mat_acc50dc7,泥质青灰胎黑皮陶,E57_Material
type_972f72fa,红陶罐,E55_Type
type_2eb096a8,飞鸟形图案,E55_Type
type_764fd904,短线,E55_Type
type_98faf95a,倒“工”字形图案,E55_Type
type_6fa82195,周沿点状戳刻,E55_Type
type_a0278cf3,杯类残片,E55_Type
type_d4cebd61,弦纹组合的纹饰,E55_Type
type_48b0eb22,刻纹陶盂把,E55_Type
type_d6f0611e,“宫”字形结构,E55_Type
type_6c7426e3,甑底片,E55_Type
type_6c49468d,平底盆,E55_Type
type_a4acc201,桥形把,E55_Type
type_90a67595,圆形和弧边三角组合,E55_Type
type_f5f046db,器形用途不明,E55_Type
type_d0c51f72,鸡冠样泥条,E55_Type
type_dc6acf52,雨点状,E55_Type
type_5457e487,交叉雨点状,E55_Type
type_0c0a5fc5,波折样的交叉雨点状,E55_Type
type_16628d23,直条状,E55_Type
type_137af04a,小圆孔,E55_Type
type_a63c5cba,小圆窝,E55_Type
type_b3a61f8b,交叉符号,E55_Type
type_20de4040,直线间或雨点状,E55_Type
type_c40694b1,直线状,E55_Type
type_19c891fd,交叉状,E55_Type
type_45824985,交叉刻划,E55_Type
type_8d50b138,圆点状纹饰、交叉符号,E55_Type
type_29fde72b,折波浪状纹饰,E55_Type
type_117b2ec0,盆形鼎,E55_Type
type_6873da83,三折波浪线“之”字形样纹,E55_Type
type_43f71152,点状线围绕一圆圈状图案,E55_Type
type_87032869,飞鸟样图案,E55_Type
type_4878bef0,斜向纹饰,E55_Type
type_f42af5d6,点状线和横向的“工”字形图案,E55_Type
type_6f22a441,星样戳刻,E55_Type
type_d76a55cf,点状线和星样图案,E55_Type
type_8424ff24,钩样图案,E55_Type
type_74ccf373,两孔,E55_Type
type_e0f46118,双道折波浪线,E55_Type
type_4db474e2,图符,E55_Type
type_c8ee52f1,螺旋线和折波浪线组合,E55_Type
type_588308d7,刻符,E55_Type
type_227b98bd,平底,E55_Type
type_1d75b00e,×形刻符,E55_Type
type_04970004,丁字形刻符,E55_Type
type_d6c300b8,不明刻符,E55_Type
type_500cf773,凸棱六周，间或圆形镂孔,E55_Type
type_c12aa112,凸棱四周，间或圆孔镂刻,E55_Type
type_7e3b915b,圆孔和弧边三角、斜线的组合图案,E55_Type
type_1c0daf4f,凹弦纹，间或三个长方形镂孔,E55_Type
type_9437b975,弦纹上刻划纹饰,E55_Type
type_a3a62d13,圆形和半圆形印痕,E55_Type
type_98309ca5,凸棱和圆孔,E55_Type
type_113522f2,凸棱和三角形,E55_Type
type_c44b7972,凸弦纹和长方形小镂孔,E55_Type
type_4f0ae2b0,凸棱和镂孔,E55_Type
type_53d60f09,凹弦纹和镂孔,E55_Type
type_6003fb0d,凹弦纹和长方形小镂孔,E55_Type
type_d0da31f3,圆孔或半圆形,E55_Type
type_ff128b25,圆形和交叉线,E55_Type
type_0f4e8eff,小圆孔并呈三角形,E55_Type
type_b764cc15,圆孔和弧线,E55_Type
mat_fad30c53,黑胎红陶,E57_Material
type_074556a5,网格纹,E55_Type
type_0468fe02,网格、弦线组合纹样，螺旋状鸟蛇样纹饰，圆圈和弧折波浪连线，尾翼状纹样,E55_Type
mat_88e169be,夹细砂黑皮陶质,E57_Material
type_ae8d5f40,绞索和辫状,E55_Type
type_b357168d,鼓腹壶,E55_Type
type_6504013f,波折线,E55_Type
type_d07a2c52,鸟形象和圆圈，波折线，螺旋线,E55_Type
type_14568fb2,波折线，圆圈或鸟形象,E55_Type
type_a881a40f,蛇样图案，波折线,E55_Type
type_8853e6ab,飞鸟形象，波折线,E55_Type
type_3e16ba4a,飞鸟形象,E55_Type
type_f39a5155,簌,E55_Type
mat_0276e62d,灰胎褐色夹砂陶,E57_Material
type_9e50ac37,蚤把,E55_Type
type_cbb5fdce,横向条纹,E55_Type
type_0f4c28c3,"波浪纹, 点状刻划",E55_Type
type_1a9ab0f1,叶脉纹样,E55_Type
type_6ddad773,算架,E55_Type
type_913eef7a,绳纹罐,E55_Type
type_e81e63ec,绳纹,E55_Type
mat_76d42b26,夹碳褐陶,E57_Material
type_8f59d281,三足器,E55_Type
type_e19125a3,交叉形纹饰,E55_Type
type_6fa361c8,高圈足罐,E55_Type
type_387a7141,盂把,E55_Type
type_f96f60ba,彩绘陶片,E55_Type
type_5adcb393,红彩,E55_Type
mat_6ac7ec0a,泥质黑胎灰红陶,E57_Material
type_7ef39d1a,鱼鳍形足印痕,E55_Type
mat_28de1b3a,微夹砂黑皮陶,E57_Material
type_aceab8d4,波浪状线,E55_Type
type_701fa558,三角形镂空,E55_Type
type_f7a15aba,网格纹、凹弦纹、相对的飞鸟纹,E55_Type
type_eaa49644,蚤,E55_Type
type_536df265,网格状的线条,E55_Type
type_32b7c8cf,雨点状纹,E55_Type
type_648ec730,竖向的刻划,E55_Type
type_f5ae3eb3,罐圈足,E55_Type
mat_40fe3a98,泥质稍夹砂之灰胎黑皮陶,E57_Material
type_5d4ec0f0,螺旋制作,E55_Type
type_f7cb34f1,罐平底,E55_Type
mat_d4dc56a0,泥质黑胎红衣陶,E57_Material
mat_ac1e567d,夹细砂灰陶,E57_Material
type_eacbaca3,孟把,E55_Type
type_5cd3dcb2,馨把,E55_Type
mat_593ddb0e,泥质（夹细砂）红陶,E57_Material
type_b465467d,“Z”字形纹,E55_Type
type_f3620cb2,其他罐类,E55_Type
type_a195a443,丞,E55_Type
mat_406f4ebe,黑皮陶,E57_Material
type_947a8697,动物形陶塑,E55_Type
type_c74bb36a,纹样,E55_Type
type_6720b667,'之'字形纹样,E55_Type
mat_c446a889,黑皮陶，夹极细砂,E57_Material
type_04664115,相交的'蛇'样纹，网格和短直线刻划,E55_Type
type_74a2a625,盒把,E55_Type
type_728d81b6,解,E55_Type
mat_60ef835b,泥质灰胎褐陶,E57_Material
type_561e8ec2,交叉网格状线,E55_Type
mat_608408d3,夹粗砂灰黑陶,E57_Material
type_5679e0e3,帮,E55_Type
type_3ab38d04,竖向刻划间或雨点状戳刻,E55_Type
type_0cd97cc2,圆形内叉形并间或截点,E55_Type
type_9c1e9a4c,倒叶脉状，内侧两面还竖向刻划线条,E55_Type
type_0785d47b,粗豆柄,E55_Type
type_2a20cc61,凹弦纹并三个一组的小凹孔,E55_Type
type_3b8eea0c,刻纹,E55_Type
type_1ac45a26,凹弦纹，扁圆形镂孔,E55_Type
type_09170698,双鼻壶盖,E55_Type
mat_e97978d1,泥制灰陶,E57_Material
type_a2453ae8,釜,E55_Type
type_5a367ce9,凹弦纹、篮纹,E55_Type
type_e41db814,粗弦纹,E55_Type
type_85a673d5,泥条,E55_Type
type_d2d29330,镰刀状刻符,E55_Type
type_bf059ea1,连续的曲线刻符,E55_Type
type_a3253807,陶陀螺,E55_Type
type_60237cb7,烟斗形陶器,E55_Type
type_0ffa26f7,算,E55_Type
type_77dd5d3d,雨点状纹饰,E55_Type
type_d9218ac0,短竖线,E55_Type
type_5ec94279,角尺纹,E55_Type
type_8ad10e08,长戳点纹,E55_Type
type_3a223a66,竖向和斜向刻划纹,E55_Type
type_d1d03fe4,斜向刻划纹,E55_Type
type_780564fc,斜向长戳点纹,E55_Type
type_54c7c3cc,钉形足,E55_Type
type_3e68e6d3,稀疏的刻划纹,E55_Type
type_823e2d2e,凸弦纹，扁圆形穿孔,E55_Type
type_b81d9182,凹弦纹，斜长孔,E55_Type
type_74ef6167,突棱,E55_Type
mat_5b8916ab,灰黄色泥质陶,E57_Material
type_78b93666,凹弦纹和折棱,E55_Type
type_d8d194d0,豆耙,E55_Type
type_3745aca4,凹弦纹，圆形及斜扁圆形穿孔,E55_Type
type_870feffc,圆形和斜扁圆形间隔的穿孔,E55_Type
mat_6930aef1,夹沙黑陶,E57_Material
type_d8206a11,丁字形戳点纹，宽扁的凸弦纹,E55_Type
type_12d9f7b8,三道凸弦纹,E55_Type
type_d7217a13,盈把,E55_Type
type_a52b7e81,两个穿孔,E55_Type
type_a083d65c,细泥条卷成麻花状,E55_Type
type_ac007746,第,E55_Type
type_f11ab9ea,凹弦纹（六道），篦纹（两组共六个）,E55_Type
type_3e807626,斜向平行刻划纹,E55_Type
type_a99a21f2,网格篦纹,E55_Type
type_65ad96da,雷,E55_Type
type_ba863672,按窝堆纹,E55_Type
type_d4bb1a82,钵形器,E55_Type
mat_60d21f14,灰褐夹砂厚胎,E57_Material
type_f9303d2c,凹弦纹，字符,E55_Type
mat_a545c170,夹砂红陶胎,E57_Material
type_28af47c9,变形云纹,E55_Type
type_3c5556ef,填线纹,E55_Type
type_e293eb83,弧线交叉和直线篦纹,E55_Type
mat_510953da,泥质灰胎黑衣腹片,E57_Material
type_0cddf1f1,填线圆圈和弧线,E55_Type
mat_99bfd908,泥质黑皮陶腹片,E57_Material
type_6df3d9cd,刻纹豆盘片,E55_Type
type_661253ed,动物纹,E55_Type
mat_17bf72e2,泥质灰胎黑衣豆盘残片,E57_Material
type_adf8fc66,圆圈及射线纹,E55_Type
mat_8bb4fc33,泥质红陶器底外侧,E57_Material
type_2ea87777,弧线纹,E55_Type
type_7b986bac,人字形相交的并行弧线,E55_Type
mat_b7daee50,泥质陶腹片,E57_Material
type_61a50e39,方格纹与并行直线组合纹,E55_Type
type_0d98c747,其他,E55_Type
type_4e91ac95,簸形器,E55_Type
type_e7c4263a,陶瓮,E55_Type
type_717e626f,陶埙,E55_Type
type_e32c9c69,曲腹陶壶,E55_Type
type_7a581110,陶鹰首饰,E55_Type
type_a052a1e4,陶罐口沿,E55_Type
type_c25e6b13,泥条捏合,E55_Type
type_06004a9e,高领陶罐,E55_Type
type_5fcbc99e,圆腹罐,E55_Type
type_dee8beb0,溜肩弧腹罐,E55_Type
type_eb5c623c,折沿联档高,E55_Type
type_dc7fa022,带流壶,E55_Type
type_8e08d064,双折肩斜腹尊,E55_Type
type_63ce4a9f,"弦纹, 正方格纹",E55_Type
type_d2ed0a06,饼,E55_Type
type_1542236f,卷沿联档高,E55_Type
type_202d8f5b,锥足鼎,E55_Type
type_6ffb148f,浅盘豆,E55_Type
type_4e708481,深盘豆,E55_Type
type_b44ebc92,粗腰骶,E55_Type
type_c257669c,瓮口沿,E55_Type
type_9f84e3b9,爵,E55_Type
type_7c317414,细线云纹构成的饕餮纹,E55_Type
type_f7c712de,折肩斜腹罐,E55_Type
type_98ed8499,圆肩圆腹罐,E55_Type
type_055bf24b,带把高,E55_Type
type_154adf9b,竖行粗绳纹,E55_Type
type_bac37c36,粗绳纹,E55_Type
type_f61190e6,扁圆腹爵,E55_Type
type_c3b45032,鬲,E55_Type
type_93eb04de,"凹弦纹, 斜行绳纹",E55_Type
mat_e8eb665a,泥质黑衣陶,E57_Material
type_0a793a48,敛口弧腹盆,E55_Type
type_c2cdeb7f,举,E55_Type
type_5206f14b,"凹弦纹, 绳纹, 泥饼乳丁",E55_Type
type_b9c237f7,折沿分裆高,E55_Type
type_8dd327e3,饕餮纹,E55_Type
mat_d0b8a6cc,硬(釉)陶,E57_Material
type_cffce96c,残陶杯,E55_Type
type_001e9500,残高,E55_Type
type_2b69cd2f,残罐,E55_Type
type_39e7762d,侈口斜腹盆,E55_Type
type_9aaf7318,圆肩凳,E55_Type
type_117ecf9b,残饼,E55_Type
type_a88f3cce,残纺轮,E55_Type
type_173182e6,坩埚,E55_Type
type_b8848f07,坎埚,E55_Type
type_c8b52b8e,残坩埚,E55_Type
type_680628e4,凹槽，叶脉纹,E55_Type
mat_7053baa7,硬（釉）陶,E57_Material
type_1ada546c,窄条状堆纹，方格纹,E55_Type
type_1646773d,折肩斜腹尊,E55_Type
type_30076a40,方格纹,E55_Type
type_cb8d31ff,瓮残片,E55_Type
type_c7dcbaa2,凸棱，附加堆纹，网状细绳纹,E55_Type
type_4499f90d,小口瓮,E55_Type
type_76a4a96b,侈口盏,E55_Type
type_11dc3324,折肩能,E55_Type
type_930d1375,残增埚,E55_Type
type_4296d7d2,高,E55_Type
type_753bdac7,细绳纹,E55_Type
type_a10c0c0f,竖行绳纹,E55_Type
type_dca34bc0,折沿平档高,E55_Type
mat_ca69b3ea,砂质黑陶,E57_Material
type_75e9f9be,侈口晕,E55_Type
type_2e2b4d11,三周凹弦纹,E55_Type
mat_3a7ca0da,砂质灰陶,E57_Material
type_ba46aefb,"模制, 上部经轮转",E55_Type
type_7b857dc6,"凹弦纹, 绳纹",E55_Type
type_b9991f15,"二周弦纹, 素面",E55_Type
type_b1f8701d,斜行中粗绳纹,E55_Type
type_8e10c99d,侈口弧腹盆,E55_Type
type_b6009f2f,侈口斜腹缸,E55_Type
type_dd7bc29f,小口能,E55_Type
type_a272c010,敛口联裆罪,E55_Type
type_b9fe99bc,唇下有二道凹弦纹,E55_Type
type_2ad404cc,折肩弧腹罐,E55_Type
type_f690ba7a,凹弦纹，中粗绳纹,E55_Type
type_39ef7ee9,带耳壶,E55_Type
type_1c5df53e,"凸弦纹, 绳纹经手抹",E55_Type
type_df24721b,敛口联裆晕,E55_Type
type_e9300c86,弦纹，圆饼乳钉,E55_Type
mat_7379ca2c,夹砂灰陶，足红黄色,E57_Material
type_171b3daa,中粗绳纹,E55_Type
type_be550f86,浅盘高圈足豆,E55_Type
type_093fa2e2,盒圈足,E55_Type
type_87327a20,餅,E55_Type
type_a6eeac7e,觚,E55_Type
type_6b5a2a87,曲折纹,E55_Type
type_29ac2f50,细方格纹,E55_Type
type_7fb3d63d,残爵腹,E55_Type
type_6fba1e8a,素面盘,E55_Type
type_5c328f23,暈,E55_Type
type_84f67355,暈腿,E55_Type
type_22c79904,容器,E55_Type
type_1cb0db91,暈腹,E55_Type
type_dd8fb662,暈足,E55_Type
type_6ecbf13c,瓮腹,E55_Type
type_3f684d16,孟,E55_Type
type_80170f0c,觚残片,E55_Type
type_07dc2b1d,容器口,E55_Type
type_4195c849,饕餮纹，夔纹，圆窝纹,E55_Type
type_289165b2,弧腹爵,E55_Type
type_789a99bc,折腹爵,E55_Type
type_d9e3c2eb,凸弦纹、夔纹、兽面、联珠状圆圈纹、方框形镂孔,E55_Type
type_128accd8,叠,E55_Type
type_16d6b5ca,弧腹學,E55_Type
type_5d5b48e8,弧腹,E55_Type
mat_547097fc,夹砂黄陶,E57_Material
type_8b496d08,附加堆纹、绳纹,E55_Type
type_ee93c211,带状堆纹，椭圆形凹槽，方格纹,E55_Type
type_32a7a99b,"纽状堆纹, 斜行绳纹",E55_Type
mat_5e8af44c,夹砂砖红陶,E57_Material
type_2b5bb71b,"条状堆纹, 竖行绳纹",E55_Type
type_78237a59,"口沿下和圈足处各饰二条平行堆纹, 腹饰中粗横行条纹",E55_Type
mat_4dd4f9bc,夹砂橙红陶,E57_Material
type_2c53fd77,直口斜腹缸,E55_Type
type_ef4ff0d0,横行条纹,E55_Type
type_48531f90,颈肩部饰一周花边堆纹，口沿内侧饰一周凹弦纹，腹部饰细绳纹，上压有宽条凹弦纹,E55_Type
mat_559d8f11,细砂灰黑陶,E57_Material
type_7a3d18e5,大口尊,E55_Type
type_a37dda0c,研磨盆,E55_Type
type_a9ce8daf,"交错中粗绳纹, 竖行与斜行交错刻槽",E55_Type
type_7feb17c8,印纹硬陶腹片,E55_Type
type_23c378f0,编织纹(或称席纹),E55_Type
mat_91f81dcd,泥质灰白陶,E57_Material
type_584f10ce,陶高足,E55_Type
mat_e34aa2e8,夹砂灰黄陶,E57_Material
mat_3744a067,夹砂黄红陶,E57_Material
type_fd2b2003,陶坩埚,E55_Type
type_f9ed8dd6,"脊状堆纹, 圆络堆纹, 交错绳纹",E55_Type
type_ebf22a6e,"堆纹, 斜行细绳纹",E55_Type
type_4abc4cbc,缸底,E55_Type
type_5bc22130,腹饰绳纹,E55_Type
type_2e2fddba,饼足缸底,E55_Type
type_a238220c,竖行间断细绳纹,E55_Type
type_8881a1ef,竖绳纹,E55_Type
type_6a34de98,倒筑圈筑法,E55_Type
type_975b2516,"绳纽状堆纹, 方格纹",E55_Type
type_bf28ae68,缸口沿,E55_Type
type_8f40a44a,泥条圈筑,E55_Type
type_cd619ccd,壶形器,E55_Type
type_617812fd,厚胎尊,E55_Type
type_98ad4846,模制,E55_Type
type_e366eaa2,陶大口尊,E55_Type
type_907a9e5c,"肩饰纽状堆纹, 上腹饰平行凹弦纹, 下腹饰交错绳纹",E55_Type
mat_1469f547,泥质黑陶红胎,E57_Material
type_531954ea,长颈无肩大口尊,E55_Type
type_0eb9230a,交错绳纹,E55_Type
type_f05ec1c7,溜肩瓮,E55_Type
type_d445478a,"凹弦纹, 斜行中粗绳纹",E55_Type
type_b11d35c4,轮、模合制,E55_Type
type_bfbfa670,硬陶瓮,E55_Type
type_705852fd,叶脉纹、雷纹,E55_Type
mat_409b603f,泥质灰色硬陶,E57_Material
type_8fd28b35,圈筑,E55_Type
type_d55d9eb6,臂,E55_Type
type_b1651294,朱绘带，凹弦纹，刻划纹，凹点纹,E55_Type
mat_c231e21a,磨光黑陶,E57_Material
type_cd87d68e,直口弧腹盆,E55_Type
type_0f703810,"带状圆涡纹, 横行中粗绳纹",E55_Type
type_6433cb87,盉,E55_Type
type_eb18fcd3,折沿平裆高,E55_Type
type_37fff9a6,斜行绳纹,E55_Type
type_35bb4c12,圆圈纹，中粗绳纹,E55_Type
type_8e98f49b,折沿分档高,E55_Type
type_9f3d029a,细腰赢,E55_Type
type_d2d79d69,竖行较粗绳纹,E55_Type
type_9d88b25b,轮制弦纹,E55_Type
mat_a13f13a5,夹砂棕红陶,E57_Material
type_32aed1ea,硬陶鼓腹尊,E55_Type
type_cf03e80f,雷纹,E55_Type
type_08b795a3,"平行弦纹, 雷纹",E55_Type
type_9b7a2b3c,釉陶双折肩斜腹尊,E55_Type
type_319f5d58,斜方格纹、编织纹,E55_Type
mat_589134b8,泥质灰胎釉陶,E57_Material
type_1cf21fde,鼓腹尊,E55_Type
type_61116fcd,凹弦纹，轮制平行弦纹，小环纽，叶脉纹，凸弦纹,E55_Type
mat_9bd9a641,灰砂红陶,E57_Material
type_6a147240,正筑圈筑法,E55_Type
mat_f47dddd3,夹砂灰胎黑衣陶,E57_Material
type_d6b58e29,正筑法,E55_Type
type_829f1aa2,模制法,E55_Type
type_b6384d80,轮制法,E55_Type
type_3593d3e4,"凸弦纹, 凹弦纹, 细绳纹",E55_Type
type_66a25557,"颈部有二周凸弦纹, 腹上部饰宽带云雷纹, 下腹饰横竖交错绳纹, 圈足上有一个椭圆形镂孔",E55_Type
type_2cda4da9,细腰肌,E55_Type
type_353df332,扁足鼎,E55_Type
type_c8ef9093,"绳索状堆纹, 小方格纹",E55_Type
type_0166c98c,"凸弦纹, 叶脉纹",E55_Type
type_fbac36bb,弊,E55_Type
type_4c886ef7,"凸弦纹, 竖横交错绳纹, 凹弦纹",E55_Type
type_7a3dd1a9,陶杯,E55_Type
type_fec94bdb,纹样带饰变宽,E55_Type
type_60658605,折肩瓮,E55_Type
type_9860c7bf,"凹弦纹, 凸弦纹, 网格纹",E55_Type
type_3d0c7339,陶器,E55_Type
type_3b39f613,鼓腹罐,E55_Type
